title,review_point,review_total,sub_category,address,contact_number,open_hours,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,coordinate,link,Accessibility,regency,price_level,site,Planning,short_description,Highlights,check_in,From the business,metadata,Popular for,check_out,amenities
Sate serumpun jahe,3.0,1 review,Satay restaurant,"WV68+574, Talang Babungo, Hiliran Gumanti, Solok Regency, West Sumatra 27372 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-1.0896091, 100.8657079",https://www.google.com/maps/place/Sate+serumpun+jahe/data=!4m7!3m6!1s0x2e2b5bc6a8943075:0x66af023718873acf!8m2!3d-1.0896091!4d100.8657079!16s%2Fg%2F11jftbj5cy!19sChIJdTCUqMZbKy4RzzqHGDcCr2Y?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, Solok ,,,,,,,,,,,
Bakso Tenis,4.0,2 reviews,Bakso restaurant,"6JP6+453, Jl. Raya SP. Empat, Sungai Aua, Kec. Sungaiaur, Kabupaten Pasaman Barat, Sumatera Barat 26572 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"0.2352696, 99.6104303",https://www.google.com/maps/place/Bakso+Tenis/data=!4m7!3m6!1s0x302a6bcd97716e09:0x16900751a9692b3!8m2!3d0.2352696!4d99.6104303!16s%2Fg%2F11fstmv75n!19sChIJCW5xl81rKjARs5KWGnUAaQE?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Pasaman Barat,,,,,,,,,,,
Ikan Bakar Mak Datuak,3.3,4 reviews,Ikan bakar restaurant,"WQGW+64C, Alahan Panjang, Lembah Gumanti, Solok Regency, West Sumatra 27371 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-1.0744474, 100.7952618",https://www.google.com/maps/place/Ikan+Bakar+Mak+Datuak/data=!4m7!3m6!1s0x2e2b5166b43bc799:0x6f29baf26ba880df!8m2!3d-1.0744474!4d100.7952618!16s%2Fg%2F11gwmg3zmk!19sChIJmcc7tGZRKy4R34Coa_K6KW8?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, Solok ,,,,,,,,,,,
Palimo kitchen,5.0,1 review,Restaurant,"Komplek palimo indah, Blok R5, Kota Padang, Sumatera Barat 25162 ",phone:tel:081263457470, 6AM to 9PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,,"-0.9414157, 100.4303031",https://www.google.com/maps/place/Palimo+kitchen/data=!4m7!3m6!1s0x2fd4b9e12a606fff:0xc95f03f74a434080!8m2!3d-0.9414157!4d100.4303031!16s%2Fg%2F11q90c1vxz!19sChIJ_29gKuG51C8RgEBDSvcDX8k?authuser=0&hl=en&rclk=1,,  Padang,,,,,,,,,,,
Ampera incim,5.0,1 review,Brunch restaurant,"3PVR+HGQ, Jl. Solok - Alahan Panjang, Dilam, Kec. Bukit Sundi, Kabupaten Solok, Sumatera Barat 27381 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-0.9060364, 100.7413641",https://www.google.com/maps/place/Ampera+incim/data=!4m7!3m6!1s0x2e2b49ff85329769:0xa1eba1b53d13306b!8m2!3d-0.9060364!4d100.7413641!16s%2Fg%2F11jrp7f38l!19sChIJaZcyhf9JKy4RazATPbWh66E?authuser=0&hl=en&rclk=1,,  Solok,,,,,,,,,,,
Sambal Lalap,3.2,6 reviews,Restaurant,"3C38+4VW, Piai Tangah, Pauh, Padang City, West Sumatra 25159 ",, 8AM to 9PM,Delivery | Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,,"-0.9471496, 100.4171886",https://www.google.com/maps/place/Sambal+Lalap/data=!4m7!3m6!1s0x2fd4b99555555555:0x10ba72a75333fb73!8m2!3d-0.9471496!4d100.4171886!16s%2Fg%2F11ddxfj1ql!19sChIJVVVVVZW51C8Rc_szU6dyuhA?authuser=0&hl=en&rclk=1,, Padang ,,,,,,,,,,,
Bakso del,4.0,1 review,Bakso restaurant,"4Q65+4F3, Unnamed Road, Sirukam, Kec. Payung Sekaki, Kabupaten Solok, Sumatera Barat 27387 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,Groups,Cash only,"-0.8897361, 100.758687",https://www.google.com/maps/place/Bakso+del/data=!4m7!3m6!1s0x2e2b37a568aa0c8b:0xe1a53bfc3f52e38b!8m2!3d-0.8897361!4d100.758687!16s%2Fg%2F11mn84vqdd!19sChIJiwyqaKU3Ky4Ri-NSP_w7peE?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park,  Solok,,,,,,,,,,,
Waroeng nasi 86,1.0,1 review,Restaurant,"Jalan Handayani No.11, Nanggalo, steba, Kota Padang, Sumatera Barat 25173 ",phone:tel:081363910034, 8AM to 5PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-0.9471496, 100.4171886",https://www.google.com/maps/place/Waroeng+nasi+86/data=!4m7!3m6!1s0x2fd4b9bffffffff9:0xc63d5891d1a72f5!8m2!3d-0.9471496!4d100.4171886!16s%2Fg%2F11hbpkfn3_!19sChIJ-f___7-51C8R9XIaHYnVYww?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible seating,  Padang,,,,,,,,,,,
Penginapan Fiada Nafi,3.8,5 reviews,Family restaurant,"Sungai Nanam, Lembah Gumanti, Solok Regency, West Sumatra 27371 ",,,Takeaway | Dine-in,Halal food,,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-1.0271236, 100.7761588",https://www.google.com/maps/place/Penginapan+Fiada+Nafi/data=!4m7!3m6!1s0x2e2b4fc26af830cd:0xd16481f70a7bdc83!8m2!3d-1.0271236!4d100.7761588!16s%2Fg%2F11c5bjb078!19sChIJzTD4asJPKy4Rg9x7CveBZNE?authuser=0&hl=en&rclk=1,, Solok ,,,,,,,,,,,
Sate ajo bungsu,5.0,4 reviews,Breakfast restaurant,"Simpang kulit manis, Simpang Tj. Nan IV, Kec. Danau Kembar, Kabupaten Solok, Sumatera Barat 27371 ",phone:tel:081268534331,,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,Groups,Cash only,"-1.0538206, 100.7530281",https://www.google.com/maps/place/Sate+ajo+bungsu/data=!4m7!3m6!1s0x2e2b51bc571f4d13:0x333ffbfa721e586d!8m2!3d-1.0538206!4d100.7530281!16s%2Fg%2F11j3sx0n55!19sChIJE00fV7xRKy4RbVgecvr7PzM?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Solok,,http://www.sateajobungsu.com/,,,,,,,,,
Ampera,5.0,5 reviews,Padang restaurant,"WQ4M+H55, Jalan Padang, Alahan Panjang, Lembah Gumanti, Solok Regency, West Sumatra 27371 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-1.0936146, 100.7829733",https://www.google.com/maps/place/Ampera/data=!4m7!3m6!1s0x2e2b50942836ec73:0x3a5f31f353fdc9be!8m2!3d-1.0936146!4d100.7829733!16s%2Fg%2F11h6np5qfd!19sChIJc-w2KJRQKy4Rvsn9U_MxXzo?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park, Solok ,,,,,,,,,,,
Fast Food Restaurant,,,Fast food restaurant,"6PGM+6FV, Jl. Lintas Sumatera, Pianggu, Kec. IX Koto Sungai Lasi, Kabupaten Solok, Sumatera Barat 27388 ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual,Groups,Cash only,"-0.7743972, 100.7336575",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e2b31a1b89f5187:0x188857461544b5ab!8m2!3d-0.7743972!4d100.7336575!16s%2Fg%2F11fsx71yh6!19sChIJh1GfuKExKy4Rq7VEFUZXiBg?authuser=0&hl=en&rclk=1,,  Solok,,,,,,,,,,,
Sariak Bayang,4.8,6 reviews,Diner,"2Q3M+H3J, Jl. Gajah Mada, Sungai Nanam, Kec. Lembah Gumanti, Kabupaten Solok, Sumatera Barat 27371 ",,,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-0.9960461, 100.7826408",https://www.google.com/maps/place/Sariak+Bayang/data=!4m7!3m6!1s0x2e2b4f73dbb89ec1:0xa9924dd3e3076d78!8m2!3d-0.9960461!4d100.7826408!16s%2Fg%2F11fzfg157s!19sChIJwZ6423NPKy4ReG0H49NNkqk?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Solok,,,,,,,,,,,
Sari Bundo,4.3,3 reviews,Padang restaurant,"3C4C+4JQ, Piai Tangah, Pauh, Padang City, West Sumatra 25159 ",phone:tel:082170383688, 8AM to 9PM,Delivery | Takeaway | Dine-in,Coffee | Halal food,Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,,"-0.9446521, 100.4216199",https://www.google.com/maps/place/Sari+Bundo/data=!4m7!3m6!1s0x2fd4b9c17597e195:0xf70592431526b884!8m2!3d-0.9446521!4d100.4216199!16s%2Fg%2F11bc7rqf05!19sChIJleGXdcG51C8RhLgmFUOSBfc?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible seating, Padang ,,https://www.saribundo.biz/category/index/sari-bundo-news,Accepts reservations,,,,,,,,
Kedai Soto,1.0,1 review,Breakfast restaurant,"WQG9+3P9, Alahan Panjang, Danau, Solok Regency, West Sumatra 27371 ",,,Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-1.0748443, 100.7693727",https://www.google.com/maps/place/Kedai+Soto/data=!4m7!3m6!1s0x2e2b505906985201:0xc67fb1511361b808!8m2!3d-1.0748443!4d100.7693727!16s%2Fg%2F11g8vwqkvx!19sChIJAVKYBllQKy4RCLhhE1Gxf8Y?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, Solok ,,,,,,,,,,,
Soto adang,,,Soto ayam restaurant,"Rimbo data, Piai Tangah, Kec. Pauh, Kota Padang, Sumatera Barat 25159 ",phone:tel:081363335870, 1 to 11:30PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-0.9471496, 100.4171886",https://www.google.com/maps/place/Soto+adang/data=!4m7!3m6!1s0x2fd4b922113b653b:0xac63d3f9d1e1f3ca!8m2!3d-0.9471496!4d100.4171886!16s%2Fg%2F11j01gxlj7!19sChIJO2U7ESK51C8RyvPh0fnTY6w?authuser=0&hl=en&rclk=1,,  Padang,,,,,,,,,,,
Sate kacang tek dewi,,,Satay restaurant,"WQFQ+VGQ, Jl. Alahan Panjang - Talang Babungo, Alahan Panjang, Kec. Lembah Gumanti, Kabupaten Solok, Sumatera Barat 27371 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-1.0752753, 100.7888719",https://www.google.com/maps/place/Sate+kacang+tek+dewi/data=!4m7!3m6!1s0x2e2b514d516431e7:0xf27f12657162d836!8m2!3d-1.0752753!4d100.7888719!16s%2Fg%2F11q2xrxvmf!19sChIJ5zFkUU1RKy4RNthicWUSf_I?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Solok,,,,,,,,,,,
Ampera Simpang Villa,1.0,1 review,Padang restaurant,"WQHC+5W8, Jalan Padang, Alahan Panjang, Lembah Gumanti, Solok Regency, West Sumatra 27371 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-1.0720925, 100.7723181",https://www.google.com/maps/place/Ampera+Simpang+Villa/data=!4m7!3m6!1s0x2e2b505c0e8b2305:0x1a2f523655eee4f0!8m2!3d-1.0720925!4d100.7723181!16s%2Fg%2F11fkr0zl69!19sChIJBSOLDlxQKy4R8OTuVTZSLxo?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park, Solok ,,,,,,,,,,,
Sate Sbm,,,Satay restaurant,"WQ6M+W5X, Jalan Padang, Alahan Panjang, Lembah Gumanti, Solok Regency, West Sumatra 27371 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-1.0876272, 100.782985",https://www.google.com/maps/place/Sate+Sbm/data=!4m7!3m6!1s0x2e2b50921d38515b:0x164232fa88b43c37!8m2!3d-1.0876272!4d100.782985!16s%2Fg%2F11h07n6xrh!19sChIJW1E4HZJQKy4RNzy0iPoyQhY?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park, Solok ,,,,,,,,,,,
Ampera Onang,4.5,2 reviews,Padang restaurant,"2CXH+RPJ, Jalan Bandar Buat, Kel. Bandar Buat, Kec. Lubuk Kilangan, Kota Padang, Sumatera Barat 25158 ",phone:tel:082287930822, 7AM to 8PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Cosy,,Cash only,"-0.9504095, 100.429266",https://www.google.com/maps/place/Ampera+Onang/data=!4m7!3m6!1s0x2fd4b9fc1c4ea833:0x9afd432c679a4942!8m2!3d-0.9504095!4d100.429266!16s%2Fg%2F11hdj6ws8k!19sChIJM6hOHPy51C8RQkmaZyxD_Zo?authuser=0&hl=en&rclk=1,,  Padang,,,,,,,,,,,
Ampera Riak Danau,4.2,12 reviews,Padang restaurant,"Simpang Tj. Nan IV, Danau Kembar, Solok Regency, West Sumatra ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-1.0536354, 100.7334847",https://www.google.com/maps/place/Ampera+Riak+Danau/data=!4m7!3m6!1s0x2e2b51c219de4965:0x7b785156641e3a58!8m2!3d-1.0536354!4d100.7334847!16s%2Fg%2F11h6nntbfh!19sChIJZUneGcJRKy4RWDoeZFZReHs?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating, Solok ,,,,,,,,,,,
Nasi briyani Ikhwan padang,4.0,2 reviews,Padang restaurant,"3C38+4VW, Piai Tangah, Pauh, Padang City, West Sumatra 25159 ",phone:tel:085272060313, 8AM to 10PM,Takeaway | Dine-in,Coffee | Halal food,Lunch | Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-0.9471496, 100.4171886",https://www.google.com/maps/place/Nasi+briyani+Ikhwan+padang/data=!4m7!3m6!1s0x2fd4b9b17cdfa30f:0x927bf8be94c6192b!8m2!3d-0.9471496!4d100.4171886!16s%2Fg%2F11h07wns5c!19sChIJD6PffLG51C8RKxnGlL74e5I?authuser=0&hl=en&rclk=1,, Padang ,,,,,,,,,,,
Fast Food Restaurant,4.0,1 review,Fast food restaurant,"7QHF+Q47, Jl. Lintas Sumatera, Silungkang Tigo, Kec. Silungkang, Kota Sawahlunto, Sumatera Barat 27421 ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual,Groups,Cash only,"-0.7205978, 100.7728009",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e2b2fbf44624f4f:0xea284830ac2f64db!8m2!3d-0.7205978!4d100.7728009!16s%2Fg%2F11j2yj249c!19sChIJT09iRL8vKy4R22QvrDBIKOo?authuser=0&hl=en&rclk=1,,  Sawahlunto,,,,,,,,,,,
Rumah Makan Mami,4.4,70 reviews,Padang restaurant,"Jl. Raya Cupak Tangah No.Kel, Cupak Tangah, Kec. Pauh, Kota Padang, Sumatera Barat 25158 ",phone:tel:081364134713, 10AM to 10PM,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-0.9324776, 100.4305366",https://www.google.com/maps/place/Rumah+Makan+Mami/data=!4m7!3m6!1s0x2fd4b9d2256f8a9d:0xb11975081eb89da0!8m2!3d-0.9324776!4d100.4305366!16s%2Fg%2F11c605cbp9!19sChIJnYpvJdK51C8RoJ24Hgh1GbE?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Padang,$,,Accepts reservations,,,,,,,,
Ampera Anggun,,,Padang restaurant,"Depan Gedung Serba Guna, Jl. Raya Padang - Indarung, Indarung, Kec. Lubuk Kilangan, Kota Padang, Sumatera Barat 25237 ",phone:tel:087792229647, 9AM to 12AM,Takeaway | Dine-in,Coffee | Halal food,,,Casual | Cosy,Groups,Cash only,"-0.9504456, 100.4291342",https://www.google.com/maps/place/Ampera+Anggun/data=!4m7!3m6!1s0x2fd4b9e95f7d3b5f:0xd8c9026b4d84a7b2!8m2!3d-0.9504456!4d100.4291342!16s%2Fg%2F11gj4q1nf9!19sChIJXzt9X-m51C8RsqeETWsCydg?authuser=0&hl=en&rclk=1,,  Padang,,,,,,,,,,,
Warung Makan,,,Restaurant,"83PC+4F7, Aie Angek, Sijunjung, Sijunjung Regency, West Sumatra 27515 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-0.6647007, 101.0711758",https://www.google.com/maps/place/Warung+Makan/data=!4m7!3m6!1s0x2e2b1dc547c13291:0x6cc94fe6ceb67350!8m2!3d-0.6647007!4d101.0711758!16s%2Fg%2F11fl8l9rqz!19sChIJkTLBR8UdKy4RUHO2zuZPyWw?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, Sijunjung ,,,,,,,,,,,
"Rumah makan ""rafi""",,,Restaurant,"83PC+4F7, Aie Angek, Sijunjung, Sijunjung Regency, West Sumatra 27515 ",phone:tel:085217385713,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-0.6647007, 101.0711758",https://www.google.com/maps/place/Rumah+makan+%22rafi%22/data=!4m7!3m6!1s0x2e2b1dfbca8997cb:0x89d7da1a0574d686!8m2!3d-0.6647007!4d101.0711758!16s%2Fg%2F11fk1lpplt!19sChIJy5eJyvsdKy4RhtZ0BRra14k?authuser=0&hl=en&rclk=1,, Sijunjung ,,,,,,,,,,,
Rumah Makan Bungo Tanjuang,4.1,86 reviews,Padang restaurant,"Jl. Raya Indarung Jl. Raya Cengkeh, Cangkeh Nan XX, Kec. Lubuk Begalung, Kota Padang, Sumatera Barat 25224 ",phone:tel:082171335424, 10AM to 11PM,Kerbside pickup | No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food,Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-0.9529973, 100.4155234",https://www.google.com/maps/place/Rumah+Makan+Bungo+Tanjuang/data=!4m7!3m6!1s0x2fd4b9933fd61931:0xed880d7453087d25!8m2!3d-0.9529973!4d100.4155234!16s%2Fg%2F11c1p2v7v2!19sChIJMRnWP5O51C8RJX0IU3QNiO0?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Padang,,,,,,,,,,,
Bakso Sari Tri,,,Bakso restaurant,"83PC+4F7, Aie Angek, tanah bedantung, Sijunjung Regency, West Sumatra 27515 ",phone:tel:085228047610, Open 24 hours,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-0.6647006, 101.0711757",https://www.google.com/maps/place/Bakso+Sari+Tri/data=!4m7!3m6!1s0x2e2b1fdac1bba14d:0xab5581816ec68b3c!8m2!3d-0.6647006!4d101.0711757!16s%2Fg%2F11h3bnn3hp!19sChIJTaG7wdofKy4RPIvGboGBVas?authuser=0&hl=en&rclk=1,, Sijunjung ,,,,,,,,,,,
Kadai Saiyo,5.0,1 review,Restaurant,"Lalan, Lubuk Tarok, Sijunjung Regency, West Sumatra ",,,Takeaway | Dine-in,Halal food,,,Cosy,,Cash only,"-0.6889215, 100.9695403",https://www.google.com/maps/place/Kadai+Saiyo/data=!4m7!3m6!1s0x2e2b2271e2fae1e3:0x401e96e771ce6a13!8m2!3d-0.6889215!4d100.9695403!16s%2Fg%2F11jk6hhrrm!19sChIJ4-H64nEiKy4RE2rOceeWHkA?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, Sijunjung ,,,,,,,,,,,
Warung Chania,,,Restaurant,"Lalan, Lubuk Tarok, Sijunjung Regency, West Sumatra ",,,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-0.6819138, 100.9661696",https://www.google.com/maps/place/Warung+Chania/data=!4m7!3m6!1s0x2e2b22131b68b749:0xd34d0417d933f370!8m2!3d-0.6819138!4d100.9661696!16s%2Fg%2F11fsr1bgkv!19sChIJSbdoGxMiKy4RcPMz2RcETdM?authuser=0&hl=en&rclk=1,, Sijunjung ,,,,,,,,,,,
Pondok Bakso Artomoro,4.8,32 reviews,Bakso restaurant,"Jl. Raya Bandar Buat No.Kel, Bandar Buat, Kec. Lubuk Kilangan, Kota Padang, Sumatera Barat 25156 ",phone:tel:085274186437, 12 to 11PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-0.9504417, 100.4303185",https://www.google.com/maps/place/Pondok+Bakso+Artomoro/data=!4m7!3m6!1s0x2fd4b99a1f5ffbe3:0x8e1dcf1837ab0b42!8m2!3d-0.9504417!4d100.4303185!16s%2Fg%2F11hdj6_dy8!19sChIJ4_tfH5q51C8RQgurNxjPHY4?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Padang,,,,,,,,,,,
Bakso Amak,4.0,1 review,Brunch restaurant,"839F+9XJ, Aie Angek, Sijunjung, Sijunjung Regency, West Sumatra ",phone:tel:081261857861, 8:46AM to 9:47PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-0.681542, 101.0749041",https://www.google.com/maps/place/Bakso+Amak/data=!4m7!3m6!1s0x2e2b1fba05ffc073:0x8f6ed0fdd31d55e3!8m2!3d-0.681542!4d101.0749041!16s%2Fg%2F11jsrb0j52!19sChIJc8D_BbofKy4R41Ud0_3Qbo8?authuser=0&hl=en&rclk=1,, Sijunjung ,,,,,,,,,,,
Ampera Mama Pangek Lapuak,,,Padang restaurant,"3C2M+4C2, Jl. Indarung Padang Besii, Bandar Buat, Kec. Lubuk Kilangan, Kota Padang, Sumatera Barat 25157 ",phone:tel:085271001053, 9AM to 9PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Cosy,,Cash only,"-0.9497324, 100.4335087",https://www.google.com/maps/place/Ampera+Mama+Pangek+Lapuak/data=!4m7!3m6!1s0x2fd4b9a2d2902593:0x8b7e8b41acfe3c77!8m2!3d-0.9497324!4d100.4335087!16s%2Fg%2F11ghlwq2v8!19sChIJkyWQ0qK51C8Rdzz-rEGLfos?authuser=0&hl=en&rclk=1,,  Padang,,,,,,,,,,,
Warung Amak,,,Restaurant,"Lalan, Lubuk Tarok, Sijunjung Regency, West Sumatra ",,,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-0.7010164, 100.9769258",https://www.google.com/maps/place/Warung+Amak/data=!4m7!3m6!1s0x2e2b227e47622973:0x391f106a4462d751!8m2!3d-0.7010164!4d100.9769258!16s%2Fg%2F11j2yj143k!19sChIJcyliR34iKy4RUddiRGoQHzk?authuser=0&hl=en&rclk=1,, Sijunjung ,,,,,,,,,,,
Rumah Makan Oyong,5.0,1 review,Padang restaurant,"2CW7+F36, Jl. Raya Indarung, Cengkeh, Kec. Lubuk Begalung, Kota Padang, Sumatera Barat 25224 ",phone:tel:081261787130, 9AM to 10PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Cosy,,Cash only,"-0.9538276, 100.412646",https://www.google.com/maps/place/Rumah+Makan+Oyong/data=!4m7!3m6!1s0x2fd4b9bc62266a55:0xf9d34bdf442fde1!8m2!3d-0.9538276!4d100.412646!16s%2Fg%2F11ghf6xv5w!19sChIJVWomYry51C8R4f1C9L00nQ8?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park,  Padang,,,,,,,,,,,
Muaro Bakso Dan Mie,,,Restaurant,"Lalan, Lubuk Tarok, Sijunjung Regency, West Sumatra ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-0.6703019, 100.9588133",https://www.google.com/maps/place/Muaro+Bakso+Dan+Mie/data=!4m7!3m6!1s0x2e2b2218bacd837b:0x2a576b5b2565653f!8m2!3d-0.6703019!4d100.9588133!16s%2Fg%2F11j8qdxntp!19sChIJe4PNuhgiKy4RP2VlJVtrVyo?authuser=0&hl=en&rclk=1,, Sijunjung ,,,,,,,,,,,
Raja Mpek-Mpek Palembang Kemuning 16 (Asli Ikan Gabus),4.8,5 reviews,Fish restaurant,"Komplek Dangau Teduh Jl Kemuning No. 16 Kelurahan, Piai Tangah, Kec. Pauh, Kota Padang, Sumatera Barat 25162 ",phone:tel:081275122243, 7AM to 9PM,Delivery | Takeaway | Dine-in,Coffee | Halal food,,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-0.9475164, 100.4212497",https://www.google.com/maps/place/Raja+Mpek-Mpek+Palembang+Kemuning+16+(Asli+Ikan+Gabus)/data=!4m7!3m6!1s0x2fd4b99da96d58bb:0x746d3dd521f46b1e!8m2!3d-0.9475164!4d100.4212497!16s%2Fg%2F11f5m5c1_p!19sChIJu1htqZ251C8RHmv0IdU9bXQ?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible seating,  Padang,,https://rajampekmpekpalembangkemuning16asliikangabus.business.site/,,,,,,,,,
Rivaby resto,4.7,3 reviews,Restaurant,"8WMX+HGH, Jl. Prof. M. Yamin, Muaro, Kecamaten Sijunjung, Kabupaten Sijunjung, Sumatera Barat 27562 ",phone:tel:085263069299,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-0.666073, 100.9488579",https://www.google.com/maps/place/Rivaby+resto/data=!4m7!3m6!1s0x2e2b21c1cadacba9:0x7c67e5c9b197633d!8m2!3d-0.666073!4d100.9488579!16s%2Fg%2F11h4k12c9n!19sChIJqcvaysEhKy4RPWOXscnlZ3w?authuser=0&hl=en&rclk=1,,  Sijunjung,,,,,,,,,,,
Apollo Seafood,4.5,455 reviews,Seafood restaurant,"Jl. Hos. Cokroaminoto No.36-A, Kp. Pd., Kec. Padang Bar., Kota Padang, Sumatera Barat 25119 ",phone:tel:075126355,"Friday, 9:30AM to 2PM, 4:30 to 10PM; Saturday, 9:30AM to 2PM, 4:30 to 10PM; Sunday, 9:30AM to 2PM, 4:30 to 10PM; Monday, 9:30AM to 2PM, 4:30 to 10PM; Tuesday, 9:30AM to 2PM, 4:30 to 10PM; Wednesday, 9:30AM to 2PM, 4:30 to 10PM; Thursday, 9:30AM to 2PM, 4:30 to 10PM. ",No-contact delivery | Delivery | Takeaway | Dine-in,Alcohol | Beer | Coffee | Halal food,Brunch | Lunch | Dinner | Dessert,Good for kids | Toilets,Casual | Cosy,Groups,Debit cards,"-0.9590598, 100.3602343",https://www.google.com/maps/place/Apollo+Seafood/data=!4m7!3m6!1s0x2fd4b950fb174dbf:0x9553a836e1f2f38f!8m2!3d-0.9590598!4d100.3602343!16s%2Fg%2F11r9k4_14!19sChIJv00X-1C51C8Rj_Py4TaoU5U?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Padang,$$,https://apolloseafood.business.site/?utm_source=gmb&utm_medium=referral,Accepts reservations,,,,,,,,
