title,review_point,review_total,contact_number,open_hours,metadata,coordinate,link,sub_category,address,site,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,regency,Accessibility,Planning,price_level,short_description,Highlights,check_in,From the business,check_out,amenities
Gadogado Bin Lotek,,,,,,"-6.9963082, 108.5664229",https://www.google.com/maps/place/Gadogado+Bin+Lotek/data=!4m7!3m6!1s0x2e6f13b4518b918d:0x2ed2845f5ef4af98!8m2!3d-6.9963082!4d108.5664229!16s%2Fg%2F11fqlkzx9p!19sChIJjZGLUbQTby4RmK_0Xl-E0i4?authuser=0&hl=en&rclk=1,Restaurant,"2H38+FHF, Jl. Pajawan Kidul, Manggari, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,,Good for kids,,,Cash only,  Kuningan,,,,,,,,,
MIE AYAM & BAKSO SAPI MANG ERO,5,1 review,, 9AM to 9PM,,"-7.0204786, 108.5604026",https://www.google.com/maps/place/MIE+AYAM+%26+BAKSO+SAPI+MANG+ERO/data=!4m7!3m6!1s0x2e6f13475748c121:0x9237f1fd46e034a3!8m2!3d-7.0204786!4d108.5604026!16s%2Fg%2F11lq7ptmr_!19sChIJIcFIV0cTby4RozTgRv3xN5I?authuser=0&hl=en&rclk=1,Restaurant,"XHH6+R52, dusun puhun, RT.15/RW.04, Kutaraja, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Martabak & Seblak Teh Heni,,,phone:tel:089505523200,,,"-7.0053087, 108.559951",https://www.google.com/maps/place/Martabak+%26+Seblak+Teh+Heni/data=!4m7!3m6!1s0x2e6f13f5f45c636d:0x593322fd46965c8a!8m2!3d-7.0053087!4d108.559951!16s%2Fg%2F11frp118y2!19sChIJbWNc9PUTby4RilyWRv0iM1k?authuser=0&hl=en&rclk=1,Restaurant,"XHV5+VXG, Tambakbaya, Garawangi, Kuningan Regency, West Java 45571 ",,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only, Kuningan ,,,,,,,,,
JOS FRIED CHICKEN,4.5,2 reviews,phone:tel:081313450606, Closed,,"-7.0055064, 108.5600237",https://www.google.com/maps/place/JOS+FRIED+CHICKEN/data=!4m7!3m6!1s0x2e6f13da292d50e9:0x9f5ff67e26e83e11!8m2!3d-7.0055064!4d108.5600237!16s%2Fg%2F11q2xqbnwk!19sChIJ6VAtKdoTby4RET7oJn72X58?authuser=0&hl=en&rclk=1,Chicken restaurant,"Jl. Raya Cikananga, Tambakbaya, Kec. Garawangi, Kabupaten Kuningan, Jawa Barat 45571 ",,Takeaway | Dine-in,Halal food | Kids' menu,Lunch | Dinner,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
Fast Food Restaurant,,,,,,"-6.9992888, 108.5412092",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6f13941ca1b83f:0xd1cde5b33e77b7dc!8m2!3d-6.9992888!4d108.5412092!16s%2Fg%2F11k5t5v_2h!19sChIJP7ihHJQTby4R3Ld3PrPlzdE?authuser=0&hl=en&rclk=1,Fast food restaurant,"2G2R+7FP, Jalan Raya, Garawangi, Kuningan Regency, West Java 45571 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual,Groups,, Kuningan ,,,,,,,,,
Warung Nasi Teh Anh,,,,,,"-7.0270926, 108.5864116",https://www.google.com/maps/place/Warung+Nasi+Teh+Anh/data=!4m7!3m6!1s0x2e6f12ee94d17299:0xfba6554465e17838!8m2!3d-7.0270926!4d108.5864116!16s%2Fg%2F11rc1qmsbn!19sChIJmXLRlO4Sby4ROHjhZURVpvs?authuser=0&hl=en&rclk=1,Restaurant,"XHFP+5H7, Jl. Raya Cinagara, Cinagara, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
Warung Nasi Sederharana,,,phone:tel:089637035535, 6AM to 8PM,,"-7.0195836, 108.5799091",https://www.google.com/maps/place/Warung+Nasi+Sederharana/data=!4m7!3m6!1s0x2e6f1309c9ffb55d:0x1919335352c941c2!8m2!3d-7.0195836!4d108.5799091!16s%2Fg%2F11fcn3n4bc!19sChIJXbX_yQkTby4RwkHJUlMzGRk?authuser=0&hl=en&rclk=1,Nasi restaurant,"XHJH+5X7, Jl. Raya Cinagara, Langseb, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
Warung Nasi Pecel Madiun & Baso ''Cak Mans'',5,3 reviews,phone:tel:087786560275, 4:45AM to 8:45PM,,"-6.9978634, 108.5656157",https://www.google.com/maps/place/Warung+Nasi+Pecel+Madiun+%26+Baso+''Cak+Mans''/data=!4m7!3m6!1s0x2e6f13b630c0f27b:0x3d3c1dbd8d7a158d!8m2!3d-6.9978634!4d108.5656157!16s%2Fg%2F11lq0tnssx!19sChIJe_LAMLYTby4RjRV6jb0dPD0?authuser=0&hl=en&rclk=1,Restaurant,"2H28+V65, Jl. Pajawan Kidul, Pajawankidul, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Martabak Unyil Azizah,,,phone:tel:085861518830,,,"-7.0203256, 108.5649067",https://www.google.com/maps/place/Martabak+Unyil+Azizah/data=!4m7!3m6!1s0x2e6f1355f8db002d:0x922d865a05c49441!8m2!3d-7.0203256!4d108.5649067!16s%2Fg%2F11rpbsgwxy!19sChIJLQDb-FUTby4RQZTEBVqGLZI?authuser=0&hl=en&rclk=1,Family restaurant,"XHH7+VX7, Kutaraja, Maleber, Kuningan Regency, West Java 45574 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,, Kuningan ,,,,,,,,,
Roti Bakar Mandala,5,2 reviews,phone:tel:08156417600, 4 to 11PM,,"-7.0057535, 108.5616548",https://www.google.com/maps/place/Roti+Bakar+Mandala/data=!4m7!3m6!1s0x2e6f136e3b7c25b9:0xb04e33607327f1ce!8m2!3d-7.0057535!4d108.5616548!16s%2Fg%2F11fqzf7bcw!19sChIJuSV8O24Tby4RzvEnc2AzTrA?authuser=0&hl=en&rclk=1,Toast restaurant,"XHV6+MMR, Mandalajaya, Maleber, Kuningan Regency, West Java 45574 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,, Kuningan ,,,,,,,,,
Kuningan,,,,,,"-7.0179685, 108.5626886",https://www.google.com/maps/place/Kuningan/data=!4m7!3m6!1s0x2e6f13c92feffb6b:0x9fe6608151ad8769!8m2!3d-7.0179685!4d108.5626886!16s%2Fg%2F11t46sn7wj!19sChIJa_vvL8kTby4RaYetUYFg5p8?authuser=0&hl=en&rclk=1,Murtabak restaurant,"XHJ7+R38, Kutaraja, Maleber, Kuningan Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,,,Cash only, Kuningan ,,,,,,,,,
Fast Food Restaurant,,,,,,"-7.0146746, 108.6253874",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6f0d791a2270cf:0xe29b91127cd45010!8m2!3d-7.0146746!4d108.6253874!16s%2Fg%2F11r_vp3_73!19sChIJz3AiGnkNby4REFDUfBKRm-I?authuser=0&hl=en&rclk=1,Restaurant,"XJPG+45J, Jl. Raya Luragung - Kuningan, Margasari, Kec. Luragung, Kabupaten Kuningan, Jawa Barat 45581 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,,  Kuningan,,,,,,,,,
RM PACIKU,4,3 reviews,phone:tel:089694988942, 8AM to 6PM,,"-7.0226349, 108.5926961",https://www.google.com/maps/place/RM+PACIKU/data=!4m7!3m6!1s0x2e6f137980a91cc3:0xabdd9cb47e16ea86!8m2!3d-7.0226349!4d108.5926961!16s%2Fg%2F11g0kc99qp!19sChIJwxypgHkTby4RhuoWfrSc3as?authuser=0&hl=en&rclk=1,Padang restaurant,"XHGV+W3W, Jl. Raya Cineumbeuy, Cineumbeuy, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",https://rm-paciku.business.site/,Delivery | Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Waroeng Pak Kumis,5,2 reviews,phone:tel:089514305244, 9AM to 9PM,,"-6.9995854, 108.5797758",https://www.google.com/maps/place/Waroeng+Pak+Kumis/data=!4m7!3m6!1s0x2e6f133734edb921:0xbc6c22aece0c5c6b!8m2!3d-6.9995854!4d108.5797758!16s%2Fg%2F11sm6_8xyq!19sChIJIbntNDcTby4Ra1wMzq4ibLw?authuser=0&hl=en&rclk=1,Brunch restaurant,"2H2H+5W6, Jl. Nanggeleng - Cirahayu, Sindang, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Sate Maranggi Saung Sajong Teh Evoy,4.2,18 reviews,phone:tel:082316293933, 7AM to 7PM,,"-7.0019679, 108.5503038",https://www.google.com/maps/place/Sate+Maranggi+Saung+Sajong+Teh+Evoy/data=!4m7!3m6!1s0x2e6f1386c6b54fc5:0xf217d79d51d7a6f8!8m2!3d-7.0019679!4d108.5503038!16s%2Fg%2F11gmwyk0vs!19sChIJxU-1xoYTby4R-KbXUZ3XF_I?authuser=0&hl=en&rclk=1,Satay restaurant,"Jl. Raya Garawangi, Jl. Sajong, Sukaimut, Kec. Garawangi, Kabupaten Kuningan, Jawa Barat 45571 ",https://sate-maranggi-saung-sajong-teh-evoy.business.site/,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,Wheelchair-accessible seating,,,,,,,,
Warung Sate Ema Nur,,,,,,"-7.0015997, 108.5833078",https://www.google.com/maps/place/Warung+Sate+Ema+Nur/data=!4m7!3m6!1s0x2e6f12456ae6023d:0xa7bb10999e2c06d4!8m2!3d-7.0015997!4d108.5833078!16s%2Fg%2F11qg292yyf!19sChIJPQLmakUSby4R1AYsnpkQu6c?authuser=0&hl=en&rclk=1,Satay restaurant,"Sindang, Lebakwangi, Kuningan Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
Fast Food Restaurant,,,,,,"-6.9844077, 108.5578972",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6f13c559426911:0xf661c1ff37ab5209!8m2!3d-6.9844077!4d108.5578972!16s%2Fg%2F11q1df8nj0!19sChIJEWlCWcUTby4RCVKrN__BYfY?authuser=0&hl=en&rclk=1,Fast food restaurant,"2H85+65J, Jl. Ciomas, Pagundan, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual,Groups,,  Kuningan,,,,,,,,,
Bakso Restaurant,,,,,,"-6.9774825, 108.5819317",https://www.google.com/maps/place/Bakso+Restaurant/data=!4m7!3m6!1s0x2e6f122f555fbd75:0x93b6936adfb50b7a!8m2!3d-6.9774825!4d108.5819317!16s%2Fg%2F11tcznt27w!19sChIJdb1fVS8Sby4Regu132qTtpM?authuser=0&hl=en&rclk=1,Restaurant,"2HFJ+2Q3, Jl. Raya Ciputat, Ciputat, Kec. Ciawigebang, Kabupaten Kuningan, Jawa Barat 45591 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Ayam Bakar Sadulur,,,phone:tel:081320738608, Closed,,"-7.026145, 108.5673409",https://www.google.com/maps/place/Ayam+Bakar+Sadulur/data=!4m7!3m6!1s0x2e6f136189ae4343:0x221a102738abc2d3!8m2!3d-7.026145!4d108.5673409!16s%2Fg%2F11f6dqb7nr!19sChIJQ0OuiWETby4R08KrOCcQGiI?authuser=0&hl=en&rclk=1,Chicken restaurant,"XHF8+GWW, Jl. Raya Maleber, Maleber, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45575 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Baso Solo Moncar Restaurant,,,,,,"-7.0277176, 108.5714056",https://www.google.com/maps/place/Baso+Solo+Moncar+Restaurant/data=!4m7!3m6!1s0x2e6f12e26afc3b9d:0x40d3aa33aeaf287a!8m2!3d-7.0277176!4d108.5714056!16s%2Fg%2F11h98j3tqp!19sChIJnTv8auISby4ReiivrjOq00A?authuser=0&hl=en&rclk=1,Bakso restaurant,"XHCC+WH6, Jalan Raya, Maleber, Kuningan Regency, West Java 45575 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
Gado Gado Kharisma,4.3,15 reviews,phone:tel:081220371661, 8AM to 5PM,,"-7.0056777, 108.5581854",https://www.google.com/maps/place/Gado+Gado+Kharisma/data=!4m7!3m6!1s0x2e6f13a5620b72ef:0x2b6333e83f02e7a!8m2!3d-7.0056777!4d108.5581854!16s%2Fg%2F11f00nvx04!19sChIJ73ILYqUTby4Rei7wgz4ztgI?authuser=0&hl=en&rclk=1,Betawi restaurant,"XHV5+P7F, Tambakbaya, Garawangi, Kuningan Regency, West Java 45571 ",,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food | Kids' menu | Vegan options,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only, Kuningan ,Wheelchair-accessible entrance,,$,,,,,,
Desa sindang,5,1 review,,,,"-7.0002526, 108.581124",https://www.google.com/maps/place/Desa+sindang/data=!4m7!3m6!1s0x2e6f13f4a11d97b3:0xe50b5e3491a46ba2!8m2!3d-7.0002526!4d108.581124!16s%2Fg%2F11qb6367gg!19sChIJs5cdofQTby4RomukkTReC-U?authuser=0&hl=en&rclk=1,Breakfast restaurant,"XHXJ+VCX, Jl. Nanggeleng - Cirahayu, Sindang, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Warung Jajan Fathur,5,2 reviews,phone:tel:089630214522, Open 24 hours,,"-7.0060785, 108.5571505",https://www.google.com/maps/place/Warung+Jajan+Fathur/data=!4m7!3m6!1s0x2e6f13ac81676e0b:0x7d77d719e7ba41e1!8m2!3d-7.0060785!4d108.5571505!16s%2Fg%2F11q7gs8yy8!19sChIJC25ngawTby4R4UG65xnXd30?authuser=0&hl=en&rclk=1,Indonesian restaurant,"XHV4+HV6, Tambakbaya, Garawangi, Kuningan Regency, West Java 45571 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
Sosis Bakar (Sundanese Seafood),5,1 review,phone:tel:089624571869, 9:30AM to 10PM,,"-7.0217019, 108.5937028",https://www.google.com/maps/place/Sosis+Bakar+(Sundanese+Seafood)/data=!4m7!3m6!1s0x2e6f13dfe0d113ab:0xae8250380b05638e!8m2!3d-7.0217019!4d108.5937028!16s%2Fg%2F11qn95ll7t!19sChIJqxPR4N8Tby4RjmMFCzhQgq4?authuser=0&hl=en&rclk=1,Health food restaurant,"Jl. Raya Cineumbeuy No.70, Cineumbeuy, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,,,,,,,,  Kuningan,,,,,,,,,
Warung Nasi Ceu Ayi,,,phone:tel:089664226721, 7AM to 6PM,,"-7.027145, 108.5696695",https://www.google.com/maps/place/Warung+Nasi+Ceu+Ayi/data=!4m7!3m6!1s0x2e6f13cf607a0b0f:0x5b4481c56768a80a!8m2!3d-7.027145!4d108.5696695!16s%2Fg%2F11gmvdd2k9!19sChIJDwt6YM8Tby4RCqhoZ8WBRFs?authuser=0&hl=en&rclk=1,Nasi restaurant,"Jl. Raya Maleber No.058, Maleber, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45575 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
Fast Food Restaurant,,,,,,"-6.9798641, 108.6171885",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6f1207f357f77b:0xb5f6bd098c1fc81c!8m2!3d-6.9798641!4d108.6171885!16s%2Fg%2F11r_vp34n3!19sChIJe_dX8wcSby4RHMgfjAm99rU?authuser=0&hl=en&rclk=1,Restaurant,"2JC8+3V4, Jalan Raya, Cihideunggirang, Cidahu, Kuningan Regency, West Java 45595 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
Bakso Restaurant,5,1 review,,,,"-7.0311304, 108.5592805",https://www.google.com/maps/place/Bakso+Restaurant/data=!4m7!3m6!1s0x2e6f1319c3d9f79f:0xbad1e586e7b34765!8m2!3d-7.0311304!4d108.5592805!16s%2Fg%2F11rbyy4bt7!19sChIJn_fZwxkTby4RZUez54bl0bo?authuser=0&hl=en&rclk=1,Bakso restaurant,"Maleber, Kuningan Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
Pecel lele DEL'S 24 maleber,,,,,,"-7.0258102, 108.5660352",https://www.google.com/maps/place/Pecel+lele+DEL'S+24+maleber/data=!4m7!3m6!1s0x2e6f13dbaf721599:0xcbf8f6124ccc98a!8m2!3d-7.0258102!4d108.5660352!16s%2Fg%2F11rg3nhgpq!19sChIJmRVyr9sTby4RisnMJGGPvww?authuser=0&hl=en&rclk=1,Pecel lele restaurant,"Jl. Raya Maleber No.19, Maleber, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45597 ",,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
Gado- Gado SEMARANG,5,1 review,phone:tel:081394396001,,,"-7.0064019, 108.5565045",https://www.google.com/maps/place/Gado-+Gado+SEMARANG/data=!4m7!3m6!1s0x2e6f13ccd86a5b49:0x16ba0e092500e7ef!8m2!3d-7.0064019!4d108.5565045!16s%2Fg%2F11t2cmx5gw!19sChIJSVtq2MwTby4R7-cAJQkOuhY?authuser=0&hl=en&rclk=1,Nasi restaurant,"Tambakbaya, Garawangi, Kuningan Regency, West Java 45571 ",,Kerbside pickup | Delivery | Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Family friendly,Cash only, Kuningan ,,,,,,,Identifies as women-owned,,
Kantin Oishii,5,2 reviews,phone:tel:08158910377, 9AM to 5PM,,"-7.0036192, 108.5856539",https://www.google.com/maps/place/Kantin+Oishii/data=!4m7!3m6!1s0x2e6f13b3c2c856a5:0x466af612db143ab4!8m2!3d-7.0036192!4d108.5856539!16s%2Fg%2F11q4jt697z!19sChIJpVbIwrMTby4RtDoU2xL2akY?authuser=0&hl=en&rclk=1,Seblak restaurant,"Bendungan, Lebakwangi, Kuningan Regency, West Java 45574 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
RM Rajo Bungsu 3,,,phone:tel:085353243775, 8AM to 6PM,,"-7.0253231, 108.564509",https://www.google.com/maps/place/RM+Rajo+Bungsu+3/data=!4m7!3m6!1s0x2e6f1361bfa68547:0x2613a09c5ca64efc!8m2!3d-7.0253231!4d108.564509!16s%2Fg%2F11fcqshqlw!19sChIJR4Wmv2ETby4R_E6mXJygEyY?authuser=0&hl=en&rclk=1,Padang restaurant,"Jl. Raya Maleber, Depan Pasar No.52, Maleber, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45575 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
N'J drink and food,5,3 reviews,phone:tel:085797854715, 9AM to 8PM,,"-6.99476, 108.5713827",https://www.google.com/maps/place/N'J+drink+and+food/data=!4m7!3m6!1s0x2e6f13479f9974fb:0x6e0861ea7163c5d9!8m2!3d-6.99476!4d108.5713827!16s%2Fg%2F11s8r0jnbn!19sChIJ-3SZn0cTby4R2cVjcephCG4?authuser=0&hl=en&rclk=1,Brunch restaurant,"2H4C+3GX, Jl. Ki Gedeng Luragung, Manggari, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,,  Kuningan,,,,,,,,,
Warung Nasi Sederhana,,,,,,"-7.0230613, 108.5882117",https://www.google.com/maps/place/Warung+Nasi+Sederhana/data=!4m7!3m6!1s0x2e6f1384bef2f617:0x7d41c0c2ac2c4d77!8m2!3d-7.0230613!4d108.5882117!16s%2Fg%2F11gj655d2j!19sChIJF_byvoQTby4Rd00srMLAQX0?authuser=0&hl=en&rclk=1,Nasi restaurant,"XHGQ+Q7G, Cinagara, Lebakwangi, Kuningan Regency, West Java 45574 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only, Kuningan ,,,,,,,,,
Berkahna Chikeun Desa Cinagara,5,1 review,phone:tel:085302320251, 8AM to 8PM,,"-7.0237032, 108.5873908",https://www.google.com/maps/place/Berkahna+Chikeun+Desa+Cinagara/data=!4m7!3m6!1s0x2e6f130b4d116367:0xcd1c59cb914d8a57!8m2!3d-7.0237032!4d108.5873908!16s%2Fg%2F11ncf8k452!19sChIJZ2MRTQsTby4RV4pNkctZHM0?authuser=0&hl=en&rclk=1,Brunch restaurant,"XHGP+GX6, Cinagara, Lebakwangi, Kuningan Regency, West Java 45574 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,, Kuningan ,,,,,,,,,
Mie ayam Tersanjung season 1,,,phone:tel:081312775309,,,"-7.02827, 108.5656667",https://www.google.com/maps/place/Mie+ayam+Tersanjung+season+1/data=!4m7!3m6!1s0x2e6f131bda85b01d:0x200a37b983a65d67!8m2!3d-7.02827!4d108.5656667!16s%2Fg%2F11jl48mqg7!19sChIJHbCF2hsTby4RZ12mg7k3CiA?authuser=0&hl=en&rclk=1,Country food restaurant,"DS pahing 10/05 Kel, Maleber, Kec. Maleber, Kab Kuningan, Jawa Barat 45575 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,,,,,,,,,,
Bakso Latansa 2 Maherman,4,1 review,phone:tel:0895329318541, 7AM to 8PM,,"-7.0266642, 108.5689223",https://www.google.com/maps/place/Bakso+Latansa+2+Maherman/data=!4m7!3m6!1s0x2e6f138da4f21b9d:0x585575ad39ec5f5b!8m2!3d-7.0266642!4d108.5689223!16s%2Fg%2F11gmtwxydb!19sChIJnRvypI0Tby4RW1_sOa11VVg?authuser=0&hl=en&rclk=1,Bakso restaurant,"XHF9+8HM, Jalan Raya, Maleber, Kuningan Regency, West Java 45575 ",,,,,,,,, Kuningan ,,,,,,,,,
Fastfood Restaurant,,,,,,"-7.0224556, 108.5189145",https://www.google.com/maps/place/Fastfood+Restaurant/data=!4m7!3m6!1s0x2e6f1483b78680ef:0x2526906ebcfe23dd!8m2!3d-7.0224556!4d108.5189145!16s%2Fg%2F11j4t6w_kk!19sChIJ74CGt4MUby4R3SP-vG6QJiU?authuser=0&hl=en&rclk=1,Restaurant,"XGH9+2H7, Jl. Pakembangan-Ciniru, Pakembangan, Kec. Garawangi, Kabupaten Kuningan, Jawa Barat 45571 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Fast Food Restaurant,,,,,,"-6.9571601, 108.61322",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6f11e3be7d15d9:0x37a456a4e827560b!8m2!3d-6.9571601!4d108.61322!16s%2Fg%2F11p65qwl_k!19sChIJ2RV9vuMRby4RC1Yn6KRWpDc?authuser=0&hl=en&rclk=1,Restaurant,"2JV7+47Q, Jalan Raya, Kalimanggis Wetan, Kalimanggis, Kuningan Regency, West Java 45594 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,, Kuningan ,,,,,,,,,
Fast Food Restaurant,,,,,,"-7.0228404, 108.6052195",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6f129003c88b15:0xc00dbda8572fae12!8m2!3d-7.0228404!4d108.6052195!16s%2Fg%2F11fqhswnsj!19sChIJFYvIA5ASby4REq4vV6i9DcA?authuser=0&hl=en&rclk=1,Fast food restaurant,"XJG4+V39, Jl. Bojong, Lebakwangi, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Delivery | Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual,Groups,,  Kuningan,,,,,,,,,
BASO PUTRA SOLO MAS ADI,,,phone:tel:083824519103, 9AM to 9PM,,"-7.0041355, 108.560418",https://www.google.com/maps/place/BASO+PUTRA+SOLO+MAS+ADI/data=!4m7!3m6!1s0x2e6f13d4630a4901:0x90a96216adde328e!8m2!3d-7.0041355!4d108.560418!16s%2Fg%2F11g5sqg181!19sChIJAUkKY9QTby4RjjLerRZiqZA?authuser=0&hl=en&rclk=1,Bakso restaurant,"XHW6+85V, Jl. Pajawan Kidul, RT.02/RW.01, Mandalajaya, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45575 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Lontong Sayur Nasi Uduk Masakan Padang,,,,,,"-6.9932134, 108.569256",https://www.google.com/maps/place/Lontong+Sayur+Nasi+Uduk+Masakan+Padang/data=!4m7!3m6!1s0x2e6f13caa7950165:0xebd0e72e9b579ad9!8m2!3d-6.9932134!4d108.569256!16s%2Fg%2F11h4n0p4zl!19sChIJZQGVp8oTby4R2ZpXmy7n0Os?authuser=0&hl=en&rclk=1,Restaurant,"Manggari, Lebakwangi, Kuningan Regency, West Java ",,,,,,,,, Kuningan ,,,,,,,,,
Warung baso,,,,,,"-6.9989264, 108.5530161",https://www.google.com/maps/place/Warung+baso/data=!4m7!3m6!1s0x2e6f13ba9af866a5:0x4c6929726e8568ed!8m2!3d-6.9989264!4d108.5530161!16s%2Fg%2F11k_q6nhxz!19sChIJpWb4mroTby4R7WiFbnIpaUw?authuser=0&hl=en&rclk=1,Bakso restaurant,"2H23+C6C, Mekarmulya, Garawangi, Kuningan Regency, West Java 45571 ",,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only, Kuningan ,,,,,,,,,
Bakso Tresno,4.3,13 reviews,phone:tel:087827987897, 9AM to 9PM,,"-6.9952397, 108.5721156",https://www.google.com/maps/place/Bakso+Tresno/data=!4m7!3m6!1s0x2e6f13e2f6fbee49:0xaf15c8a9717846ba!8m2!3d-6.9952397!4d108.5721156!16s%2Fg%2F11gmv6kh6v!19sChIJSe779uITby4RukZ4canIFa8?authuser=0&hl=en&rclk=1,Bakso restaurant,"2H3C+WR5, Jl. Ki Gedeng Luragung, Pasayangan, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",https://bakso-tresno-diner.business.site/,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,Wheelchair-accessible car park | Wheelchair-accessible seating,,,,,,,,
