title,sub_category,address,metadata,coordinate,link,review_point,review_total,open_hours,regency,contact_number,amenities,site,check_in,check_out,price_level,Service options,Accessibility,Offerings,Dining options,Atmosphere,Payments,Amenities,Crowd,Planning,Highlights
Villa ili'sW,Villa,"75XF+496, Jl. Pandawa 1, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.702211, 115.1733856",https://www.google.com/maps/place/Villa+ili'sW/data=!4m7!3m6!1s0x2dd24744076f78cd:0xa6f9e13a486ecff9!8m2!3d-8.702211!4d115.1733856!16s%2Fg%2F11h75px7vh!19sChIJzXhvB0RH0i0R-c9uSDrh-aY?authuser=0&hl=en&rclk=1,,,,  Badung,phone:tel:081238209128,,,,,,,,,,,,,,,
Villa Air Bali Boutique Resort & Spa,,"Jl. Lebak Sari, Br. Taman, Petitenget, Kuta, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6775439, 115.16101",https://www.google.com/maps/place/Villa+Air+Bali+Boutique+Resort+%26+Spa/data=!4m10!3m9!1s0x2dd24713a8654edd:0xdd7105c61402217!5m2!4m1!1i2!8m2!3d-8.6775439!4d115.16101!16s%2Fg%2F1tf558_f!19sChIJ3U5lqBNH0i0RFyJAYVwQ1w0?authuser=0&hl=en&rclk=1,4.6,385 reviews, Open 24 hours,  Badung,phone:tel:0361737378, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Kitchen in all rooms available  |  Airport shuttle available  |  Hot tub available  |  Spa available ,https://www.villa-airbali.com/,,,,,,,,,,,,,
VP Villa,,"Perumahan Uma Sari, Jl. Petitenget Gg. Mungil No.31A, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6749786, 115.1602215",https://www.google.com/maps/place/VP+Villa/data=!4m10!3m9!1s0x2dd247c1a169d375:0x928df415828d8db5!5m2!4m1!1i2!8m2!3d-8.6749786!4d115.1602215!16s%2Fg%2F11rty677n8!19sChIJddNpocFH0i0RtY2NghX0jZI?authuser=0&hl=en&rclk=1,4,1 review,,  Badung,phone:tel:08984596969,,,,,,,,,,,,,,,
MT Villa’s Bali,Villa,"Private Villas POP Hotel, MT Villa’s South Benoa, Benoa, South Kuta, Badung Regency, Bali 80361 ",,"-8.7844799, 115.1985614",https://www.google.com/maps/place/MT+Villa%E2%80%99s+Bali/data=!4m7!3m6!1s0x2dd2439eccc16b85:0x47e750403361ed5c!8m2!3d-8.7844799!4d115.1985614!16s%2Fg%2F11g0w1ppdq!19sChIJhWvBzJ5D0i0RXO1hM0BQ50c?authuser=0&hl=en&rclk=1,,,, Badung ,,,,,,,,,,,,,,,,
Villa Figaro,Villa,"F7W9+P2R, Jl. Sandat, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571 ",,"-8.5031471, 115.2675194",https://www.google.com/maps/place/Villa+Figaro/data=!4m7!3m6!1s0x2dd23da153f65ddf:0x49e5af182a6935ab!8m2!3d-8.5031471!4d115.2675194!16s%2Fg%2F11rwqq4236!19sChIJ3132U6E90i0RqzVpKhiv5Uk?authuser=0&hl=en&rclk=1,5,7 reviews,,  Gianyar,,,https://charlotte-recommends.com/villa-figaro-indonesia,,,,,,,,,,,,,
Villa,Villa,"9456+8C2, Cemagi, Mengwi, Badung Regency, Bali ",,"-8.6417291, 115.1110016",https://www.google.com/maps/place/Villa/data=!4m7!3m6!1s0x2dd23990b501239d:0xddb0dd282e383bb6!8m2!3d-8.6417291!4d115.1110016!16s%2Fg%2F11q8gb1nl_!19sChIJnSMBtZA50i0Rtjs4LijdsN0?authuser=0&hl=en&rclk=1,,,, Badung ,,,,,,,,,,,,,,,,
Villa Borobudur Resort,,"Jl. Pete Dusun Pete, Sawah, Majaksingi, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553 ",,"-7.632846, 110.205656",https://www.google.com/maps/place/Villa+Borobudur+Resort/data=!4m10!3m9!1s0x2e7a8cceca1c52c9:0x1adfc74cefa927c1!5m2!4m1!1i2!8m2!3d-7.632846!4d110.205656!16s%2Fg%2F1ydppcht0!19sChIJyVIcys6Mei4RwSep70zH3xo?authuser=0&hl=en&rclk=1,4.7,197 reviews,,  Magelang,phone:tel:085100525520, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Kitchen in all rooms available  |  Airport shuttle available  |  Spa available ,http://www.villaborobudurresort.com/,,,,,,,,,,,,,
Aeera Villa,,"Gg. Semar No.8, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6505239, 115.1483513",https://www.google.com/maps/place/Aeera+Villa/data=!4m10!3m9!1s0x2dd23917e5ce2a99:0xdaab7d768fa67ba8!5m2!4m1!1i2!8m2!3d-8.6505239!4d115.1483513!16s%2Fg%2F11lgpsbtw8!19sChIJmSrO5Rc50i0RqHumj3Z9q9o?authuser=0&hl=en&rclk=1,4.6,131 reviews, Open 24 hours,  Badung,phone:tel:082122225088, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Laundry service available ,http://www.aeeravilla.com/,,,,,,,,,,,,,
Villa Kunang,Villa,"8538+P5M, Jl. Double Six Gg. Raja, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.6956706, 115.1654176",https://www.google.com/maps/place/Villa+Kunang/data=!4m7!3m6!1s0x2dd246dfd8938f35:0xa5f2ebe619a3fc5!8m2!3d-8.6956706!4d115.1654176!16s%2Fg%2F11gc9g6tfs!19sChIJNY-T2N9G0i0RxT-aYb4uXwo?authuser=0&hl=en&rclk=1,,, Open 24 hours,  Badung,,,,,,,,,,,,,,,,
Villa White rose,Villa,"8W6R+98C, Cibeureum, Cisarua, Bogor Regency, West Java 16750 ",,"-6.6890726, 106.9407661",https://www.google.com/maps/place/Villa+White+rose/data=!4m7!3m6!1s0x2e69b716f479c883:0x6ad134a0901eb531!8m2!3d-6.6890726!4d106.9407661!16s%2Fg%2F11h2cksvy9!19sChIJg8h59Ba3aS4RMbUekKA00Wo?authuser=0&hl=en&rclk=1,4.7,25 reviews,, Bogor ,,,,,,,,,,,,,,,,
Villa Dua,Villa,"Villa no.2, Jl. Tengah Gg. PengeritanKerobokan, Kuta Utara, Badung Regency, Bali 80361 ",,"-8.6487737, 115.1609849",https://www.google.com/maps/place/Villa+Dua/data=!4m7!3m6!1s0x2dd239b7482587e3:0x5fefd05e7ea04a47!8m2!3d-8.6487737!4d115.1609849!16s%2Fg%2F11s929xbl4!19sChIJ44clSLc50i0RR0qgfl7Q718?authuser=0&hl=en&rclk=1,,,, Badung ,,,,,,,,,,,,,,,,
Hedonism Villa,,"Jl. Pantai Balangan No.696, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361 ",,"-8.7905306, 115.1298025",https://www.google.com/maps/place/Hedonism+Villa/data=!4m10!3m9!1s0x2dd2451b91d8cec5:0x946ae829cdb91714!5m2!4m1!1i2!8m2!3d-8.7905306!4d115.1298025!16s%2Fg%2F11jgnlgf9w!19sChIJxc7YkRtF0i0RFBe5zSnoapQ?authuser=0&hl=en&rclk=1,4.8,50 reviews, 10AM to 7PM,  Badung,phone:tel:082122648373, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Laundry service available  |  Beach access available  |  Kitchens in some rooms available ,https://hedonismvilla.com/,,,,,,,,,,,,,
The Bali House Puncak,,"Jl. Pangrango Tugu Selatan, RT/RW : 02/05, Tugu Sel., Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750 ",,"-6.696426, 106.9644774",https://www.google.com/maps/place/The+Bali+House+Puncak/data=!4m10!3m9!1s0x2e69b797f54da07d:0x1a89708daff2c264!5m2!4m1!1i2!8m2!3d-6.696426!4d106.9644774!16s%2Fg%2F11gy3hsysg!19sChIJfaBN9Ze3aS4RZMLyr41wiRo?authuser=0&hl=en&rclk=1,4.8,183 reviews,,  Bogor,phone:tel:083879883885, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Air-conditioned available  |  Kid-friendly available  |  Kitchens in some rooms available ,http://balihousepuncak.com/,,,,,,,,,,,,,
Alunan Villa,Villa,"Gg. Grandpa no. 8, Canggu, Jl. Bantan Kangin, Tibubeneng, Kuta Utara, Badung Regency, Bali 80361 ",,"-8.637127, 115.1540268",https://www.google.com/maps/place/Alunan+Villa/data=!4m7!3m6!1s0x2dd23909dadb2409:0xddc18e111a914377!8m2!3d-8.637127!4d115.1540268!16s%2Fg%2F11h58cyzhg!19sChIJCSTb2gk50i0Rd0ORGhGOwd0?authuser=0&hl=en&rclk=1,4.5,8 reviews,, Badung ,phone:tel:081280669472,,https://airbnb.com/h/alunanvilla,,,,,,,,,,,,,
Villa theras,Villa,"8XF4+328, Batu Layang, Cisarua, Bogor Regency, West Java 16750 ",,"-6.6769075, 106.9550919",https://www.google.com/maps/place/Villa+theras/data=!4m7!3m6!1s0x2e69b714119ef7c5:0xc124256e5cd39751!8m2!3d-6.6769075!4d106.9550919!16s%2Fg%2F11sm8s3vrc!19sChIJxfeeERS3aS4RUZfTXG4lJME?authuser=0&hl=en&rclk=1,4.8,30 reviews, Open 24 hours, Bogor ,phone:tel:08561909843,,,,,,,,,,,,,,,
Villa London,,"Gg. Pudak No.1, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.694455, 115.1699956",https://www.google.com/maps/place/Villa+London/data=!4m10!3m9!1s0x2dd24739aef64c59:0xf02757442e724a1a!5m2!4m1!1i2!8m2!3d-8.694455!4d115.1699956!16s%2Fg%2F11rrtwl86y!19sChIJWUz2rjlH0i0RGkpyLkRXJ_A?authuser=0&hl=en&rclk=1,3.5,6 reviews,,  Badung,, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Kitchens in some rooms available ,https://www.coastal-grand.com/,,,,,,,,,,,,,
Villa Inns,Villa,"Jl. Canggu Padang Linjong No.49, Canggu, Kuta Utara, Badung Regency, Bali 80351 ",,"-8.6438828, 115.1347374",https://www.google.com/maps/place/Villa+Inns/data=!4m7!3m6!1s0x2dd239b54d6957eb:0xe58ad51304a5005d!8m2!3d-8.6438828!4d115.1347374!16s%2Fg%2F11qt4lbbhx!19sChIJ61dpTbU50i0RXQClBBPViuU?authuser=0&hl=en&rclk=1,4.5,15 reviews,, Badung ,,,,,,,,,,,,,,,,
Villa Saayaa,,"Jl. Umalas Gg. 88, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6682552, 115.1635817",https://www.google.com/maps/place/Villa+Saayaa/data=!4m10!3m9!1s0x2dd2477276d63053:0xf4aca0192fb7dc87!5m2!4m1!1i2!8m2!3d-8.6682552!4d115.1635817!16s%2Fg%2F11j1yd544x!19sChIJUzDWdnJH0i0Rh9y3LxmgrPQ?authuser=0&hl=en&rclk=1,,,,  Badung,phone:tel:085786609976,,,,,,,,,,,,,,,
Villa Vanilla,Villa,"Jl. Beraban No.67, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.681595, 115.1609364",https://www.google.com/maps/place/Villa+Vanilla/data=!4m7!3m6!1s0x2dd247d50f109575:0xe9e77ee727362a36!8m2!3d-8.681595!4d115.1609364!16s%2Fg%2F11f713qyz_!19sChIJdZUQD9VH0i0RNio2J-d-5-k?authuser=0&hl=en&rclk=1,,,,  Badung,,,,,,,,,,,,,,,,
Terrace Villa Golf - Cisarua,,"Jl. Sindang Subur No.RT 03/13, Tugu Sel., Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750 ",,"-6.6906989, 106.9534559",https://www.google.com/maps/place/Terrace+Villa+Golf+-+Cisarua/data=!4m10!3m9!1s0x2e69b7d69b1f6ba7:0xdf89abbb23c9a500!5m2!4m1!1i2!8m2!3d-6.6906989!4d106.9534559!16s%2Fg%2F1pzsd9qv5!19sChIJp2sfm9a3aS4RAKXJI7urid8?authuser=0&hl=en&rclk=1,4.4,530 reviews,,  Bogor,phone:tel:02518257616, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Indoor and outdoor pool available  |  Air-conditioned unavailable  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant unavailable  |  Airport shuttle unavailable  |  Smoke-free available ,https://terracevillagolf.wordpress.com/,,,,,,,,,,,,,
VILLA YIA YIA,Villa,"7WWV+6GW, Unnamed Road, Cibeureum, Cisarua, Bogor Regency, West Java 16750 ",,"-6.7043787, 106.9438339",https://www.google.com/maps/place/VILLA+YIA+YIA/data=!4m7!3m6!1s0x2e69b7b4bee7aeed:0xef5580d6ea69995b!8m2!3d-6.7043787!4d106.9438339!16s%2Fg%2F11kx55mmvq!19sChIJ7a7nvrS3aS4RW5lp6taAVe8?authuser=0&hl=en&rclk=1,4.7,58 reviews,, Bogor ,phone:tel:082180839990,,,,,,,,,,,,,,,
Villa Alice,,"Jl. Mertasari, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.6829323, 115.1608663",https://www.google.com/maps/place/Villa+Alice/data=!4m7!3m6!1s0x2dd2471714c31935:0x9f14b091c606ca3a!8m2!3d-8.6829323!4d115.1608663!16s%2Fg%2F11g02b858l!19sChIJNRnDFBdH0i0ROsoGxpGwFJ8?authuser=0&hl=en&rclk=1,4.8,16 reviews, Open 24 hours,  Badung,phone:tel:087862502426, Free Wi-Fi available  |  Free parking available  |  Outdoor pool available  |  Laundry service available ,http://villaalicebali.com/,,,,,,,,,,,,,
Osmond Villa Resort,,"Jl. Gunung Putri No.Ds, Jayagiri, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391 ",,"-6.8027538, 107.6287075",https://www.google.com/maps/place/Osmond+Villa+Resort/data=!4m10!3m9!1s0x2e68e0566b2d583b:0x2a2129c7992bafe6!5m2!4m1!1i2!8m2!3d-6.8027538!4d107.6287075!16s%2Fg%2F1260st6cp!19sChIJO1gta1bgaC4R5q8rmccpISo?authuser=0&hl=en&rclk=1,4.5,"1,000 reviews",,  Bandung Barat,phone:tel:082110681099, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Kitchen in all rooms available  |  Airport shuttle available ,http://osmondvilla.com/,,,,,,,,,,,,,
Villa 2,Villa,"Jl. Werkudara No.535, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.698024, 115.1650838",https://www.google.com/maps/place/Villa+2/data=!4m7!3m6!1s0x2dd2471b0ede5ee5:0x600d0d3c1f805375!8m2!3d-8.698024!4d115.1650838!16s%2Fg%2F11spwkd3_n!19sChIJ5V7eDhtH0i0RdVOAHzwNDWA?authuser=0&hl=en&rclk=1,4,1 review,,  Badung,,,,,,,,,,,,,,,,
Villa Seminyak Estate & Spa by Astadala,,"Jl. Nakula Gg. Baik-Baik, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.6953792, 115.1713912",https://www.google.com/maps/place/Villa+Seminyak+Estate+%26+Spa+by+Astadala/data=!4m7!3m6!1s0x2dd23f61d8ada307:0x337841dda89b1d6b!8m2!3d-8.6953792!4d115.1713912!16s%2Fg%2F1thv1nsy!19sChIJB6Ot2GE_0i0Rax2bqN1BeDM?authuser=0&hl=en&rclk=1,4.4,656 reviews,,  Badung,phone:tel:0361735566, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Hot tub available  |  Spa available ,https://www.villaseminyak.com/,,,,,,,,,,,,,
Villa Mundi,Villa,"Jl. Pemelisan Agung Gg. Anggrek No.IV, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6572552, 115.1376023",https://www.google.com/maps/place/Villa+Mundi/data=!4m7!3m6!1s0x2dd247fced0ef857:0x40e8b73b66ce91bb!8m2!3d-8.6572552!4d115.1376023!16s%2Fg%2F11qych_l5h!19sChIJV_gO7fxH0i0Ru5HOZju36EA?authuser=0&hl=en&rclk=1,5,2 reviews,,  Badung,,,,,,,,,,,,,,,,
Villa C,Villa,"Jl. Lkr. Nelayan No.222, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali ",,"-8.6580388, 115.1342354",https://www.google.com/maps/place/Villa+C/data=!4m7!3m6!1s0x2dd247f00a0dcafb:0x52241ba19826bf44!8m2!3d-8.6580388!4d115.1342354!16s%2Fg%2F11sgdw6mlp!19sChIJ-8oNCvBH0i0RRL8mmKEbJFI?authuser=0&hl=en&rclk=1,,,,  Badung,,,,,,,,,,,,,,,,
villa,Villa,"84VR+R23, Tibubeneng, Kuta Utara, Badung Regency, Bali 80361 ",,"-8.6554875, 115.1400348",https://www.google.com/maps/place/villa/data=!4m7!3m6!1s0x2dd2471061376883:0xe7bba260c3b539ef!8m2!3d-8.6554875!4d115.1400348!16s%2Fg%2F11q2y6j3kc!19sChIJg2g3YRBH0i0R7zm1w2Ciu-c?authuser=0&hl=en&rclk=1,,,, Badung ,,,,,,,,,,,,,,,,
Villa Batu,Villa,"54J5+M6Q, Pecatu, South Kuta, Badung Regency, Bali 80361 ",,"-8.819157, 115.1080225",https://www.google.com/maps/place/Villa+Batu/data=!4m7!3m6!1s0x2dd2453e335e85a9:0x6b7203856268aadb!8m2!3d-8.819157!4d115.1080225!16s%2Fg%2F11t29_dtpf!19sChIJqYVeMz5F0i0R26poYoUDcms?authuser=0&hl=en&rclk=1,5,7 reviews, Open 24 hours, Badung ,phone:tel:085738982731,,,,,,,,,,,,,,,
Villa 111,Villa,"85G2+GP6, Gg. Cinta, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6737248, 115.1517757",https://www.google.com/maps/place/Villa+111/data=!4m7!3m6!1s0x2dd24718a42d9885:0xecc93c6cfaa9eb97!8m2!3d-8.6737248!4d115.1517757!16s%2Fg%2F11t74cfz1f!19sChIJhZgtpBhH0i0Rl-up-mw8yew?authuser=0&hl=en&rclk=1,5,1 review,,  Badung,,,,,,,,,,,,,,,,
Villa Sunday,,"Gg. Piter No.1a, Banjar Taman, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.6872955, 115.1647901",https://www.google.com/maps/place/Villa+Sunday/data=!4m7!3m6!1s0x2dd2474f4077c3ef:0xb602595c057125b5!8m2!3d-8.6872955!4d115.1647901!16s%2Fg%2F11ljx7ypx2!19sChIJ78N3QE9H0i0RtSVxBVxZArY?authuser=0&hl=en&rclk=1,5,8 reviews,,  Badung,,,,,,,,,,,,,,,,
Villa Fossil Riverside,Villa,"Jl. Adhijaksa, Leuwimalang, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750 ",,"-6.6638159, 106.9257606",https://www.google.com/maps/place/Villa+Fossil+Riverside/data=!4m7!3m6!1s0x2e69b75fedb4f9c7:0xff52bb5869eec10e!8m2!3d-6.6638159!4d106.9257606!16s%2Fg%2F11t77j_mdj!19sChIJx_m07V-3aS4RDsHuaVi7Uv8?authuser=0&hl=en&rclk=1,4.9,9 reviews, Open 24 hours,  Bogor,phone:tel:087783106928,,,,,,,,,,,,,,,
Divine Villas Bali,,"Gg. Cempaka No.4, Kerobokan Kelod, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.678672, 115.1513393",https://www.google.com/maps/place/Divine+Villas+Bali/data=!4m7!3m6!1s0x2dd2470d9544d843:0x5126214ea5b24a7!8m2!3d-8.678672!4d115.1513393!16s%2Fg%2F1hm6d094p!19sChIJQ9hElQ1H0i0RpyRb6hRiEgU?authuser=0&hl=en&rclk=1,4.7,3 reviews, Open 24 hours,  Badung,phone:tel:03618476652, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Laundry service available ,http://www.divinevillasbali.com/,,,,,,,,,,,,,
Villa Kay Kay,Villa,"Jalan Griya Sawah Lega Kp Cidokom Pondok Rt 03/09, Kopo, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750 ",,"-6.6739623, 106.9116026",https://www.google.com/maps/place/Villa+Kay+Kay/data=!4m7!3m6!1s0x2e69c94ee88869f3:0x535751376e41c584!8m2!3d-6.6739623!4d106.9116026!16s%2Fg%2F11pdwgb4c7!19sChIJ82mI6E7JaS4RhMVBbjdRV1M?authuser=0&hl=en&rclk=1,4.6,32 reviews,,  Bogor,phone:tel:081325376839,,http://www.booking.com/Share-EYwqMvY,,,,,,,,,,,,,
Sewa Villa Puncak,Real estate rental agency,"Puncak, Cipanas, Cianjur Regency, West Java 43253 ",,"-6.7028188, 106.9990215",https://www.google.com/maps/place/Sewa+Villa+Puncak/data=!4m7!3m6!1s0x2e69b71d3743be61:0xd6c07a6b96ef1f55!8m2!3d-6.7028188!4d106.9990215!16s%2Fg%2F11h7fz9l0p!19sChIJYb5DNx23aS4RVR_vlmt6wNY?authuser=0&hl=en&rclk=1,4,6 reviews,, Cianjur ,phone:tel:082223334032,,https://sewa-villa-puncak-villa.business.site/?utm_source=gmb&utm_medium=referral,,,,,,,,,,,,,
Villa W,Villa,"Jl. Subak Sari 13 No.69, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali ",,"-8.6678371, 115.1437508",https://www.google.com/maps/place/Villa+W/data=!4m7!3m6!1s0x2dd24781fc476f8f:0xf296bd54267f2cfb!8m2!3d-8.6678371!4d115.1437508!16s%2Fg%2F11jf9fk8l2!19sChIJj29H_IFH0i0R-yx_JlS9lvI?authuser=0&hl=en&rclk=1,,,,  Badung,,,,,,,,,,,,,,,,
Villa 66G,Villa,"Gg. Pandan Arum No.90, Tumbak Bayuh, Kec. Mengwi, Kabupaten Badung, Bali 80351 ",,"-8.6274084, 115.1366802",https://www.google.com/maps/place/Villa+66G/data=!4m7!3m6!1s0x2dd23909d1c6849f:0xa91440f9fe962e3c!8m2!3d-8.6274084!4d115.1366802!16s%2Fg%2F11nx1qj0hf!19sChIJn4TG0Qk50i0RPC6W_vlAFKk?authuser=0&hl=en&rclk=1,,,,  Badung,,,,,,,,,,,,,,,,
"Mulia Villa - Nusa Dua, Bali",,"Kawasan Sawangan, Indonesia, Jl. Raya Nusa Dua Selatan Jl. Nusa Dua, Bali 80363 ",,"-8.8168089, 115.2188885","https://www.google.com/maps/place/Mulia+Villa+-+Nusa+Dua,+Bali/data=!4m7!3m6!1s0x2dd25ccc02032c71:0x114f937c1c2e6b2d!8m2!3d-8.8168089!4d115.2188885!16s%2Fg%2F1yj4k3znl!19sChIJcSwDAsxc0i0RLWsuHHyTTxE?authuser=0&hl=en&rclk=1",4.8,"1,037 reviews",,,phone:tel:03613017777, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Hot tub available  |  Spa available  |  Fitness center available  |  Bar available ,https://www.themulia.com/bali/mulia-villas,,,,,,,,,,,,,
Villa Fossil,Villa,"Batu Layang, Cisarua, Bogor Regency, West Java 16750 ",,"-6.6707122, 106.9472983",https://www.google.com/maps/place/Villa+Fossil/data=!4m7!3m6!1s0x2e69b72e6c6d1b97:0x2d08041f6c95c9b6!8m2!3d-6.6707122!4d106.9472983!16s%2Fg%2F11f9wj5z6q!19sChIJlxttbC63aS4RtsmVbB8ECC0?authuser=0&hl=en&rclk=1,4.5,184 reviews, Open 24 hours, Bogor ,phone:tel:0818680003,,,,,,,,,,,,,,,
Villa Azure Seminyak,,"Jl. Drupadi III, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.6904191, 115.1633834",https://www.google.com/maps/place/Villa+Azure+Seminyak/data=!4m7!3m6!1s0x2dd2471f13de8105:0x3ba7e013c2a9b241!8m2!3d-8.6904191!4d115.1633834!16s%2Fg%2F11c6pmhs_b!19sChIJBYHeEx9H0i0RQbKpwhPgpzs?authuser=0&hl=en&rclk=1,4.3,27 reviews,,  Badung,phone:tel:081353165900, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Laundry service available  |  Kid-friendly available  |  Airport shuttle available ,http://www.labellacasabali.com/,,,,,,,,,,,,,
Villas,,"Oberoi, Kuta, Jl. Kayu Aya No.1001 x, Seminyak, Kuta, Badung Regency, Bali 80361 ",,"-8.6853283, 115.1595954",https://www.google.com/maps/place/Villas/data=!4m7!3m6!1s0x2dd247d937ed85bb:0x4a0efdb34a7c6a44!8m2!3d-8.6853283!4d115.1595954!16s%2Fg%2F11j8k713np!19sChIJu4XtN9lH0i0RRGp8SrP9Dko?authuser=0&hl=en&rclk=1,,,, Badung ,, Free Wi-Fi available  |  Pool available  |  Laundry service available ,,,,,,,,,,,,,,
Villa Canada,Villa,"Gg. Tunjung Mekar 5A No.2, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.652357, 115.162936",https://www.google.com/maps/place/Villa+Canada/data=!4m7!3m6!1s0x2dd239cff5939c95:0xe1ac57004fd43959!8m2!3d-8.652357!4d115.162936!16s%2Fg%2F11s_tjxddn!19sChIJlZyT9c850i0RWTnUTwBXrOE?authuser=0&hl=en&rclk=1,,,,  Badung,,,,,,,,,,,,,,,,
Villa Vilavi,Lodging,"Jl. Bumbak Dauh No.20, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6584533, 115.1502661",https://www.google.com/maps/place/Villa+Vilavi/data=!4m7!3m6!1s0x2dd24782f6dacc4f:0x9c20d989d242bb5d!8m2!3d-8.6584533!4d115.1502661!16s%2Fg%2F11kws95xkt!19sChIJT8za9oJH0i0RXbtC0onZIJw?authuser=0&hl=en&rclk=1,5,1 review,,  Badung,,,,,,,,,,,,,,,,
villa in bandung,Villa,"jl. kolonel masturi km 9 parongpong, Cihanjuang Rahayu, Parongpong, Karyawangi, Parongpong, bandung, West Java 40559 ",,"-6.8021978, 107.5817326",https://www.google.com/maps/place/villa+in+bandung/data=!4m7!3m6!1s0x2e68e1814378b401:0xa7bdd2a8c05c01cf!8m2!3d-6.8021978!4d107.5817326!16s%2Fg%2F11c20qdyq_!19sChIJAbR4Q4HhaC4RzwFcwKjSvac?authuser=0&hl=en&rclk=1,5,2 reviews, Open 24 hours,,,,,,,,,,,,,,,,,
Villa Sally,,"Jl. Tegal Sari, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6600621, 115.1437141",https://www.google.com/maps/place/Villa+Sally/data=!4m7!3m6!1s0x2dd2477f2de66d4d:0x6488f3a61ccc1bb!8m2!3d-8.6600621!4d115.1437141!16s%2Fg%2F11c2mcwrsm!19sChIJTW3mLX9H0i0Ru8HMYTqPSAY?authuser=0&hl=en&rclk=1,4.7,90 reviews,,  Badung,phone:tel:03618446414, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Kitchens in some rooms available  |  Airport shuttle available  |  Spa available ,http://villasally.com/,,,,,,,,,,,,,
