title,review_point,review_total,address,site,contact_number,check_in,check_out,metadata,amenities,coordinate,regency,link,sub_category,price_level,open_hours,about
ASTON Bogor Hotel & Resort,4.7,"14,136 reviews","Jl. Indigo Raya Jl. Pahlawan, RT.05/RW.12, Mulyaharja, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16132 ",http://bogor.astonhotelsinternational.com/,phone:tel:02518200300,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Spa available  |  Fitness center available ,"-6.6363857, 106.7955387",  Bogor,https://www.google.com/maps/place/ASTON+Bogor+Hotel+%26+Resort/data=!4m10!3m9!1s0x2e69c5ee5f871091:0xc58549234bdf7d7c!5m2!4m1!1i2!8m2!3d-6.6363857!4d106.7955387!16s%2Fg%2F1jkwh91z1!19sChIJkRCHX-7FaS4RfH3fSyNJhcU?authuser=0&hl=en&rclk=1,,,,
Alexander Hotel,3.7,956 reviews,"Jl. Jend. Sudirman No.30, Pekauman, Kec. Tegal Bar., Kota Tegal, Jawa Tengah 52131 ",,phone:tel:0283358402,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Kitchens in some rooms available  |  Airport shuttle unavailable ,"-6.8696223, 109.1341997",  Tegal,https://www.google.com/maps/place/Alexander+Hotel/data=!4m10!3m9!1s0x2e6fb9d6775f4f3d:0x878a30cf8b786cf1!5m2!4m1!1i2!8m2!3d-6.8696223!4d109.1341997!16s%2Fg%2F1tq139dm!19sChIJPU9fd9a5by4R8Wx4i88wioc?authuser=0&hl=en&rclk=1,,,,
Alexander Hotel,3.7,956 reviews,"Jl. Jend. Sudirman No.30, Pekauman, Kec. Tegal Bar., Kota Tegal, Jawa Tengah 52131 ",,phone:tel:0283358402,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Kitchens in some rooms available  |  Airport shuttle unavailable ,"-6.8696223, 109.1341997",  Tegal,https://www.google.com/maps/place/Alexander+Hotel/data=!4m10!3m9!1s0x2e6fb9d6775f4f3d:0x878a30cf8b786cf1!5m2!4m1!1i2!8m2!3d-6.8696223!4d109.1341997!16s%2Fg%2F1tq139dm!19sChIJPU9fd9a5by4R8Wx4i88wioc?authuser=0&hl=en&rclk=1,,,,
Sari Ater Kamboti Bandung,4.6,954 reviews,"Jl. Lemahnendeut No.7, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164 ",https://sariater-hotel.com/kamboti/,phone:tel:0222011000,,,, Free Wi-Fi available  |  Paid breakfast available  |  Paid parking available  |  Accessible available  |  Pool available  |  Air-conditioned available  |  Laundry service available  |  Business center available  |  Pet-friendly unavailable  |  Room service available  |  Restaurant available  |  Kitchens in some rooms available  |  Airport shuttle available  |  Hot tub available  |  Spa available  |  Fitness center available  |  Bar available ,"-6.8830255, 107.5802805",  Bandung,https://www.google.com/maps/place/Sari+Ater+Kamboti+Bandung/data=!4m10!3m9!1s0x2e68e763f206dfff:0x21b31efb3fb2a698!5m2!4m1!1i2!8m2!3d-6.8830255!4d107.5802805!16s%2Fg%2F11hj1nbv2c!19sChIJ_98G8mPnaC4RmKayP_sesyE?authuser=0&hl=en&rclk=1,,,,
Rumah Poppy Dharsono Guest House,4.3,67 reviews,"Jl. Kewadanaan No.12 A, Banjar, Kec. Banjar, Kota Banjar, Jawa Barat 46311 ",,phone:tel:0265744299,,,, Free Wi-Fi available  |  Pool unavailable ,"-7.369157, 108.5405434",  Banjar,https://www.google.com/maps/place/Rumah+Poppy+Dharsono+Guest+House/data=!4m10!3m9!1s0x2e6f63afce954d7d:0x910aef295131e090!5m2!4m1!1i2!8m2!3d-7.369157!4d108.5405434!16s%2Fg%2F11g18yd4bj!19sChIJfU2Vzq9jby4RkOAxUSnvCpE?authuser=0&hl=en&rclk=1,,,,
RedDoorz @ Cisaga,4.2,204 reviews,"Jalan Raya No.295, Mekarmukti, Kec. Cisaga, Kabupaten Ciamis, Jawa Barat 46386 ",https://www.reddoorz.com/id-id/hotel/indonesia/ciamis/cisaga/reddoorz-cisaga?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,phone:tel:02180629666,,,, Free Wi-Fi available  |  Pool available  |  Air-conditioned available ,"-7.3466423, 108.5189243",  Ciamis,https://www.google.com/maps/place/RedDoorz+@+Cisaga/data=!4m10!3m9!1s0x2e6f614a4fde6629:0xd58cbb01f669e706!5m2!4m1!1i2!8m2!3d-7.3466423!4d108.5189243!16s%2Fg%2F11h_x7j4mk!19sChIJKWbeT0phby4RBudp9gG7jNU?authuser=0&hl=en&rclk=1,,,,
Penginapan Cisaga Indah,4.4,128 reviews,"Jl. Raya Cisaga No.295, Dusun Cimanggu, Cisaga, Kec. Cisaga, Kabupaten Ciamis, Jawa Barat 46386 ",,phone:tel:081214190145,,,, Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Fitness center unavailable ,"-7.3466434, 108.5190466",  Ciamis,https://www.google.com/maps/place/Penginapan+Cisaga+Indah/data=!4m10!3m9!1s0x2e6f613fd3f71827:0x8de3140928b09a1c!5m2!4m1!1i2!8m2!3d-7.3466434!4d108.5190466!16s%2Fg%2F11hyd3458r!19sChIJJxj30z9hby4RHJqwKAkU440?authuser=0&hl=en&rclk=1,,,,
OYO 2488 Villa Tirta Melati Syariah,3.6,43 reviews,"147, Gg. Soun No.147, Banjar, Kec. Banjar, Kota Banjar, Banjar, Kec. Banjar, Kabupaten Ciamis, Jawa Barat 46311 ",https://www.oyorooms.com/id/90920/,phone:tel:02129707600,,,, Free Wi-Fi available  |  Air-conditioned available ,"-7.3710756, 108.5344217",  Ciamis,https://www.google.com/maps/place/OYO+2488+Villa+Tirta+Melati+Syariah/data=!4m10!3m9!1s0x2e6f621a081c9299:0x5b55ceb2206e5ea7!5m2!4m1!1i2!8m2!3d-7.3710756!4d108.5344217!16s%2Fg%2F11fr6s9f_g!19sChIJmZIcCBpiby4Rp15uILLOVVs?authuser=0&hl=en&rclk=1,,,,
Selaras Prima Guest House,4.6,33 reviews,"Jl. Dr. Husein Kartasasmita No.75A, Banjar, Kec. Banjar, Kota Banjar, Jawa Barat 46311 ",https://www.reddoorz.com/id-id/hotel/indonesia/banjar/hegarsari/selaras-prima-guest-house?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,phone:tel:02180629666,,,, Free Wi-Fi available  |  Parking available  |  Pool available ,"-7.3699845, 108.5318145",  Banjar,https://www.google.com/maps/place/Selaras+Prima+Guest+House/data=!4m10!3m9!1s0x2e69f753c58937cf:0x66dd354f3b54fcd5!5m2!4m1!1i2!8m2!3d-7.3699845!4d108.5318145!16s%2Fg%2F11pcrm8zrt!19sChIJzzeJxVP3aS4R1fxUO0813WY?authuser=0&hl=en&rclk=1,,,,
Selaras Prima Aquarium (kini berganti nama dan lokasi menjadi ADADISINI© AQUARIUM),4.3,20 reviews,"Jl. Dr. Husein Kartasasmita No.75A, Banjar, Kec. Banjar, Kota Banjar, Jawa Barat 46311 ",,phone:tel:089629622752,,,, Free Wi-Fi available  |  Pool unavailable  |  Laundry service available ,"-7.3699772, 108.5318129",  Banjar,https://www.google.com/maps/place/Selaras+Prima+Aquarium+(kini+berganti+nama+dan+lokasi+menjadi+ADADISINI%C2%A9+AQUARIUM)/data=!4m10!3m9!1s0x2e6f6219835da603:0x25583e53e298bac9!5m2!4m1!1i2!8m2!3d-7.3699772!4d108.5318129!16s%2Fg%2F11g6zhmdq8!19sChIJA6Zdgxliby4RybqY4lM-WCU?authuser=0&hl=en&rclk=1,,, 9AM to 7PM,
Galuh Sehati Hotel,4.2,251 reviews,"Jl. Brigjen Moh. Isa,Sh No.111, Purwaharja, Kec. Purwaharja, Kota Banjar, Jawa Barat 46331 ",,phone:tel:082129452228,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly available  |  Kid-friendly available  |  Airport shuttle unavailable  |  Fitness center unavailable  |  Smoke-free available ,"-7.3601163, 108.5418228",  Banjar,https://www.google.com/maps/place/Galuh+Sehati+Hotel/data=!4m10!3m9!1s0x2e6f623e68131de1:0x5a4a3f104ccc7f9b!5m2!4m1!1i2!8m2!3d-7.3601163!4d108.5418228!16s%2Fg%2F11c58kl_c1!19sChIJ4R0TaD5iby4Rm3_MTBA_Slo?authuser=0&hl=en&rclk=1,,,,
Hotel Family,3.7,143 reviews,"Jl. Letjen Suwarto No.179, Hegarsari, Kec. Banjar, Kota Banjar, Jawa Barat 46311 ",,phone:tel:02657481715,,,, Pool unavailable  |  Kid-friendly available ,"-7.3769391, 108.5409724",  Banjar,https://www.google.com/maps/place/Hotel+Family/data=!4m10!3m9!1s0x2e6f6215bd1d7b3f:0x5dde8b64218814e8!5m2!4m1!1i2!8m2!3d-7.3769391!4d108.5409724!16s%2Fg%2F11r8s2cfb!19sChIJP3sdvRViby4R6BSIIWSL3l0?authuser=0&hl=en&rclk=1,,,,
Hotel Galuh Asri,3.9,100 reviews,"JGQR+PWM, Purwaharja, Banjar City, West Java 46331 ",,,,,, Wi-Fi available  |  Pool available  |  Kid-friendly available ,"-7.3606639, 108.5423011", Banjar ,https://www.google.com/maps/place/Hotel+Galuh+Asri/data=!4m10!3m9!1s0x2e6f623ec43efda5:0xcbffc779ad138c97!5m2!4m1!1i2!8m2!3d-7.3606639!4d108.5423011!16s%2Fg%2F11cn8t28fh!19sChIJpf0-xD5iby4Rl4wTrXnH_8s?authuser=0&hl=en&rclk=1,,,,
Park Hotel Jakarta,4.3,"3,932 reviews","Jl. DI. Panjaitan No.5, Cawang, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340 ",http://www.parkhotel.co.id/,phone:tel:02129982000,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Restaurant available  |  Airport shuttle available  |  Spa available  |  Fitness center available ,"-6.2441268, 106.8756071",  Jakarta Timur,https://www.google.com/maps/place/Park+Hotel+Jakarta/data=!4m10!3m9!1s0x2e69f30e2f9e8f47:0xd326bb1f38407753!5m2!4m1!1i2!8m2!3d-6.2441268!4d106.8756071!16s%2Fg%2F1tglcv7p!19sChIJR4-eLw7zaS4RU3dAOB-7JtM?authuser=0&hl=en&rclk=1,,,,
The Day Residence,4.8,46 reviews,"Jl. Karet Sawah 1 No.100, RW.3, Kuningan, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930 ",,phone:tel:08111628338,,,, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Laundry service available  |  Fitness center available ,"-6.2242849, 106.8190508",  Jakarta Selatan,https://www.google.com/maps/place/The+Day+Residence/data=!4m10!3m9!1s0x2e69f31398341639:0x49f10b2a49c835bc!5m2!4m1!1i2!8m2!3d-6.2242849!4d106.8190508!16s%2Fg%2F11ptvpv4ws!19sChIJORY0mBPzaS4RvDXISSoL8Uk?authuser=0&hl=en&rclk=1,,,,
The Day Residence,4.8,46 reviews,"Jl. Karet Sawah 1 No.100, RW.3, Kuningan, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930 ",,phone:tel:08111628338,,,, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Laundry service available  |  Fitness center available ,"-6.2242849, 106.8190508",  Jakarta Selatan,https://www.google.com/maps/place/The+Day+Residence/data=!4m10!3m9!1s0x2e69f31398341639:0x49f10b2a49c835bc!5m2!4m1!1i2!8m2!3d-6.2242849!4d106.8190508!16s%2Fg%2F11ptvpv4ws!19sChIJORY0mBPzaS4RvDXISSoL8Uk?authuser=0&hl=en&rclk=1,,,,
Asoka Luxury Hotel,4.2,"2,959 reviews","Jl. Pulau Morotai No.16B, Jagabaya III, Kec. Way Halim, Kota Bandar Lampung, Lampung 35133 ",,phone:tel:0721711088,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable ,"-5.4040261, 105.2769635",  Bandar Lampung,https://www.google.com/maps/place/Asoka+Luxury+Hotel/data=!4m10!3m9!1s0x2e40db092df03f2b:0x7cd5641d3fae68cd!5m2!4m1!1i2!8m2!3d-5.4040261!4d105.2769635!16s%2Fg%2F11bv3w3j7m!19sChIJKz_wLQnbQC4RzWiuPx1k1Xw?authuser=0&hl=en&rclk=1,,,,
ASTON Sidoarjo City Hotel & Conference Center,4.7,"2,184 reviews","Jl. Kahuripan Raya No.14, Entalsewu, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252 ",https://www.astonhotelsinternational.com/en/hotel/view/56/aston-sidoarjo-city-hotel---convention-center,phone:tel:03199717000,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Restaurant available  |  Kitchens in some rooms available  |  Airport shuttle available  |  Bar available ,"-7.4349816, 112.6942301",  Sidoarjo,https://www.google.com/maps/place/ASTON+Sidoarjo+City+Hotel+%26+Conference+Center/data=!4m10!3m9!1s0x2dd7e198632032e3:0x8dd46af575404565!5m2!4m1!1i2!8m2!3d-7.4349816!4d112.6942301!16s%2Fg%2F11f9_mmbrh!19sChIJ4zIgY5jh1y0RZUVAdfVq1I0?authuser=0&hl=en&rclk=1,,,,
Crown Victoria Hotel,4.5,"4,513 reviews","Jl. Supriadi No.41, Jepun, Kec. Tulungagung, Kabupaten Tulungagung, Jawa Timur 66218 ",http://www.crownvictoriahotel.com/,phone:tel:0355331321,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Indoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable  |  Hot tub available  |  Spa available  |  Fitness center available ,"-8.0733384, 111.9048537",  Tulungagung,https://www.google.com/maps/place/Crown+Victoria+Hotel/data=!4m10!3m9!1s0x2e78e2e33e8320df:0xa675321a9341eba!5m2!4m1!1i2!8m2!3d-8.0733384!4d111.9048537!16s%2Fg%2F11xh_csxk!19sChIJ3yCDPuPieC4Ruh40qSFTZwo?authuser=0&hl=en&rclk=1,,,,
The Day Residence,4.8,46 reviews,"Jl. Karet Sawah 1 No.100, RW.3, Kuningan, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930 ",,phone:tel:08111628338,,,, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Laundry service available  |  Fitness center available ,"-6.2242849, 106.8190508",  Jakarta Selatan,https://www.google.com/maps/place/The+Day+Residence/data=!4m10!3m9!1s0x2e69f31398341639:0x49f10b2a49c835bc!5m2!4m1!1i2!8m2!3d-6.2242849!4d106.8190508!16s%2Fg%2F11ptvpv4ws!19sChIJORY0mBPzaS4RvDXISSoL8Uk?authuser=0&hl=en&rclk=1,,,,
Sing Hoe Hotel,3.6,120 reviews,"759 Mountbatten Rd, Singapore 437761 ",http://singhoehotel.blogspot.sg/,phone:tel:+6564400602,,,, Wi-Fi available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly unavailable  |  Airport shuttle unavailable  |  Fitness center unavailable ,"-6.7550178, 111.0409504",,https://www.google.com/maps/place/SPOT+ON+91398+Homestay+Tentrem+1/data=!4m7!3m6!1s0x2e70d25736942811:0x5b75aaea3bb7ecfa!8m2!3d-6.7550178!4d111.0409504!16s%2Fg%2F11bc7s58gc!19sChIJESiUNlfScC4R-uy3O-qqdVs?authuser=0&hl=en&rclk=1,,,,
LYNN Hotel Serang,4.3,474 reviews,"Jl. Maulana Yusuf No.11A, Cimuncang, Kec. Serang, Kota Serang, Banten 42111 ",http://lynnhotelsandresorts.com/,phone:tel:02547916999,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable ,"-6.1154397, 106.1578789",  Serang,https://www.google.com/maps/place/LYNN+Hotel+Serang/data=!4m10!3m9!1s0x2e418b5d4320b80f:0x36eeb720fa930eea!5m2!4m1!1i2!8m2!3d-6.1154397!4d106.1578789!16s%2Fg%2F11fwg6dtr4!19sChIJD7ggQ12LQS4R6g6T-iC37jY?authuser=0&hl=en&rclk=1,,,,
SPOT ON 91398 Homestay Tentrem 1,4.1,258 reviews,"Jl. Dr. Setia Budi No.11-19, Pati Kidul, Kec. Pati, Kabupaten Pati, Jawa Tengah 59114 ",https://www.oyorooms.com/h/186791?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_PTI005&latitude=-6.75498340764944&longitude=111.040945854038&locale=id,phone:tel:02129707601,,,, Wi-Fi available  |  Pool unavailable ,"-6.7550178, 111.0409504",  Pati,https://www.google.com/maps/place/SPOT+ON+91398+Homestay+Tentrem+1/data=!4m7!3m6!1s0x2e70d25736942811:0x5b75aaea3bb7ecfa!8m2!3d-6.7550178!4d111.0409504!16s%2Fg%2F11bc7s58gc!19sChIJESiUNlfScC4R-uy3O-qqdVs?authuser=0&hl=en&rclk=1,,,,
Jayleen Clarke Quay Hotel,3.5,119 reviews,"25 New Bridge Rd, Singapore 059390 ",,phone:tel:+6562230304,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant unavailable  |  Airport shuttle available  |  Fitness center unavailable  |  Smoke-free available ,"1.2887139, 103.8474602",,https://www.google.com/maps/place/Jayleen+Clarke+Quay+Hotel/data=!4m7!3m6!1s0x31da190a86c179ff:0x19429b2ae60af82e!8m2!3d1.2887139!4d103.8474602!16s%2Fg%2F11bxjjmh7g!19sChIJ_3nBhgoZ2jERLvgK5iqbQhk?authuser=0&hl=en&rclk=1,,,,
GRHA CIUMBULEUIT GUEST HOUSE,4.4,154 reviews,"Jl. Ciumbuleuit No.156, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40142 ",http://grhaciumbuleuitgh.com/,phone:tel:0222031035,,,, Wi-Fi available  |  Free parking available  |  Outdoor pool available  |  Laundry service available ,"-6.8665211, 107.6063123",  Bandung,https://www.google.com/maps/place/GRHA+CIUMBULEUIT+GUEST+HOUSE/data=!4m10!3m9!1s0x2e68e6c278b993cb:0x98eba56e1ff29ef3!5m2!4m1!1i2!8m2!3d-6.8665211!4d107.6063123!16s%2Fg%2F11k65bdk2m!19sChIJy5O5eMLmaC4R857yH26l65g?authuser=0&hl=en&rclk=1,,,,
D'Agape Meeting & Conference,4.4,"1,199 reviews","Jalan Cikopo Selatan No.KM 2.5, Gadog, Kec. Megamendung, Kabupaten Bogor, Jawa Barat 16770 ",http://www.agaperesidence.com/,,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Restaurant available  |  Airport shuttle unavailable ,"-6.6685564, 106.8763126",  Bogor,https://www.google.com/maps/place/D'Agape+Meeting+%26+Conference/data=!4m10!3m9!1s0x2e69c9ad64e73197:0x8b4c05b6214883d1!5m2!4m1!1i2!8m2!3d-6.668556!4d106.876313!16s%2Fg%2F11bc7rypfr!19sChIJlzHnZK3JaS4R0YNIIbYFTIs?authuser=0&hl=en&rclk=1,,,,
ibis Bandung Trans Studio,4.5,"11,204 reviews","Jl. Gatot Subroto No.289, Cibangkong, Kec. Batununggal, Kota Bandung, Jawa Barat 40273 ",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=8060&merchantid=seo-maps-ID-8060&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNjE5MzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,phone:tel:02287345555,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Accessible available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable  |  Bar available ,"-6.927261, 107.636406",  Bandung,https://www.google.com/maps/place/ibis+Bandung+Trans+Studio/data=!4m10!3m9!1s0x2e68e877d5022abd:0xb9a73bb4c9b7db44!5m2!4m1!1i2!8m2!3d-6.927261!4d107.636406!16s%2Fg%2F1hc1l7tv2!19sChIJvSoC1XfoaC4RRNu3ybQ7p7k?authuser=0&hl=en&rclk=1,,,,
Royal Hotel Bogor,4.4,"1,976 reviews","Jl. Ir. H. Juanda No.16, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122 ",http://www.hotelroyalbogor.com/,phone:tel:02518347123,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Business center available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Kitchens in some rooms available  |  Airport shuttle unavailable  |  Spa available  |  Fitness center unavailable  |  Smoke-free available ,"-6.6027037, 106.7950327",  Bogor,https://www.google.com/maps/place/Royal+Hotel+Bogor/data=!4m10!3m9!1s0x2e69c5c0b2b06641:0x5a9ee1d6644d7172!5m2!4m1!1i2!8m2!3d-6.602704!4d106.795033!16s%2Fg%2F11g1ksrhls!19sChIJQWawssDFaS4RcnFNZNbhnlo?authuser=0&hl=en&rclk=1,,,,
Ahadiat Hotel & Bungalow,4.4,"1,839 reviews","Jl. Sindang Sirna Elok No.9, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40152 ",http://www.ahadiathotelbungalow.com/,,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available ,"-6.8797458, 107.5883101",  Bandung,https://www.google.com/maps/place/Ahadiat+Hotel+%26+Bungalow/data=!4m10!3m9!1s0x2e68e68f8c706213:0xa827944b7c5eeea5!5m2!4m1!1i2!8m2!3d-6.8797458!4d107.5883101!16s%2Fg%2F1tlr2nq7!19sChIJE2JwjI_maC4Rpe5efEuUJ6g?authuser=0&hl=en&rclk=1,,,,
Kampoeng Wisata Rumah Joglo,4.3,654 reviews,"Tegal waru Jln raya situhiang, desa No.rt04/01, Tegal Waru, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16620 ",,phone:tel:02518620698,,,, Free Wi-Fi available  |  Free breakfast available  |  Parking available  |  Pool available ,"-6.5640479, 106.7028958",  Bogor,https://www.google.com/maps/place/Kampoeng+Wisata+Rumah+Joglo/data=!4m10!3m9!1s0x2e69db423822d995:0x68555f8f79e90ad7!5m2!4m1!1i2!8m2!3d-6.5640479!4d106.7028958!16s%2Fg%2F11clgqgjyz!19sChIJldkiOELbaS4R1wrpeY9fVWg?authuser=0&hl=en&rclk=1,,,,
Cherry Homes Express II Hotel,4.3,271 reviews,"Jl. Surya Sumantri No.93, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164 ",http://www.cherry-homes.net/ss/,phone:tel:0222017361,,,, Free Wi-Fi available  |  Paid breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Smoke-free available ,"-6.8830026, 107.581288",  Bandung,https://www.google.com/maps/place/Cherry+Homes+Express+II+Hotel/data=!4m10!3m9!1s0x2e68e686c00aa3bb:0xffeb6ac40561fdca!5m2!4m1!1i2!8m2!3d-6.8830026!4d107.581288!16s%2Fg%2F11crzqznk_!19sChIJu6MKwIbmaC4Ryv1hBcRq6_8?authuser=0&hl=en&rclk=1,,,,
OYO Life 2837 Apartment Dramaga Tower,4.3,191 reviews,"Jl. Raya Cibadak - Ciampea No.24, Dramaga, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16680 ",https://www.oyorooms.com/ID/94856/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_BGR035&latitude=-6.56500004795392&longitude=106.730226427317&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable ,"-6.5649249, 106.7301653",  Bogor,https://www.google.com/maps/place/OYO+Life+2837+Apartment+Dramaga+Tower/data=!4m10!3m9!1s0x2e69c52a3fbdfa3f:0x6e0cfd815059a2dd!5m2!4m1!1i2!8m2!3d-6.5649249!4d106.7301653!16s%2Fg%2F11fn23hhqt!19sChIJP_q9PyrFaS4R3aJZUIH9DG4?authuser=0&hl=en&rclk=1,,,,
DREAMINN Guesthouse & Kos,4.3,61 reviews,"Jl. Babakan Jeruk 1 No.90, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163 ",,phone:tel:081904365588,,,, Free Wi-Fi available  |  Pool unavailable  |  Room service available  |  Fitness center unavailable ,"-6.8883739, 107.5835184",  Bandung,https://www.google.com/maps/place/DREAMINN+Guesthouse+%26+Kos/data=!4m10!3m9!1s0x2e68e75fee27f547:0xfc9c1ed159694881!5m2!4m1!1i2!8m2!3d-6.8883739!4d107.5835184!16s%2Fg%2F11s17_7hgw!19sChIJR_Un7l_naC4RgUhpWdEenPw?authuser=0&hl=en&rclk=1,,,,
Resort Highlander,4.4,754 reviews,"jalan Raya Curug Nangka Kp. Sinar Wangi RT 05 RW 06, Desa Suka Jaya, Kec. Taman, Sukajaya, Kec. Tamansari, Kabupaten Bogor, Jawa Barat 16610 ",http://www.highlanderstay.com/,phone:tel:087786604593,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Laundry service available  |  Pet-friendly available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable ,"-6.6623506, 106.7292404",  Bogor,https://www.google.com/maps/place/Resort+Highlander/data=!4m10!3m9!1s0x2e69cfd09c2844fd:0xc10fe69415ea7c51!5m2!4m1!1i2!8m2!3d-6.6623506!4d106.7292404!16s%2Fg%2F11b7xpv0jq!19sChIJ_UQonNDPaS4RUXzqFZTmD8E?authuser=0&hl=en&rclk=1,,,,
Pension Guesthouse,4.4,132 reviews,"Jl. Sabang No.42, Cihapit, Kec. Bandung Wetan, Bandung, Jawa Barat, Jawa Barat 40114 ",https://pension-guesthouse.business.site/,phone:tel:0224220136,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Airport shuttle unavailable ,"-6.909232, 107.623518",,https://www.google.com/maps/place/Pension+Guesthouse/data=!4m10!3m9!1s0x2e68e6354880d41d:0x552d6232710a136!5m2!4m1!1i2!8m2!3d-6.909232!4d107.623518!16s%2Fg%2F1ptvqt0nv!19sChIJHdSASDXmaC4RNqEQJyPWUgU?authuser=0&hl=en&rclk=1,,,,
