title,review_point,review_total,sub_category,address,contact_number,open_hours,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,coordinate,link,Accessibility,regency,price_level,site,Planning,short_description,Highlights,check_in,From the business,metadata,Popular for,check_out,amenities
Resto Pondok Santai,4.2,590 reviews,Seafood restaurant,"Jl. Medan - Banda Aceh, Pekan Tj. Pura, Kec. Tj. Pura, Kabupaten Langkat, Sumatera Utara 20853 ",phone:tel:085372270333, 11AM to 10PM,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Brunch | Lunch | Dinner | Dessert | Seating,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"3.8978228, 98.4201699",https://www.google.com/maps/place/Resto+Pondok+Santai/data=!4m7!3m6!1s0x3037265dbb9e4209:0x76bb564989fbdedd!8m2!3d3.8978228!4d98.4201699!16s%2Fg%2F11bw2hf9qd!19sChIJCUKeu10mNzAR3d77iUlWu3Y?authuser=0&hl=en&rclk=1,Wheelchair-accessible toilet | Wheelchair-accessible seating,  Langkat,$$,https://www.bcamf.co.id/jaringan/cabang?page=2,Accepts reservations,,,,,,,,
Bakso bogor 99,1.0,1 review,Bakso restaurant,"RHH7+XW6, Dalan Lidang, Panyabungan, Mandailing Natal Regency, North Sumatra 22977 ",, 4 to 11PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"0.8299008, 99.5647719",https://www.google.com/maps/place/Bakso+bogor+99/data=!4m7!3m6!1s0x302bbf7cc17e914f:0x325f87656375971e!8m2!3d0.8299008!4d99.5647719!16s%2Fg%2F11jrcn3v_2!19sChIJT5F-wXy_KzARHpd1Y2WHXzI?authuser=0&hl=en&rclk=1,, Mandailing Natal ,,,,,,,,,,,
Lia,5.0,2 reviews,Diner,"W9RG+4F7, Jl. Lingkungan 1, Tegal Rejo, Kec. Gebang, Kabupaten Langkat, Sumatera Utara 20856 ",phone:tel:08126267557, Open 24 hours,Takeaway | Dine-in,Coffee | Halal food,,,Casual | Cosy,Groups,Cash only,"3.9402995, 98.3761653",https://www.google.com/maps/place/Lia/data=!4m7!3m6!1s0x303725904e09bafd:0x30fb39b411085691!8m2!3d3.9402995!4d98.3761653!16s%2Fg%2F11gw09srdn!19sChIJ_boJTpAlNzARkVYIEbQ5-zA?authuser=0&hl=en&rclk=1,,  Langkat,,https://www.lia.co.id/,,,,,,,,,
PECEL LELE PAKDE LAMONGAN,,,Restaurant,"Kayu Jati, Panyabungan, Mandailing Natal Regency, North Sumatra ",,,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,Groups,,"0.8643183, 99.5626493",https://www.google.com/maps/place/PECEL+LELE+PAKDE+LAMONGAN/data=!4m7!3m6!1s0x302bbf99e577c885:0xa5de6eeb3e95e895!8m2!3d0.8643183!4d99.5626493!16s%2Fg%2F11tk1x5yt3!19sChIJhch35Zm_KzARleiVPutu3qU?authuser=0&hl=en&rclk=1,, Mandailing Natal ,,,,,,,,,,,
Gang Manggis,,,Breakfast restaurant,"WC82+G9X, Jl. Medan B. Aceh, Air Hitam, Kec. Gebang, Kabupaten Langkat, Sumatera Utara 20856 ",phone:tel:083181861107, 8AM to 6PM,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Cosy,,Cash only,"3.9163709, 98.40097",https://www.google.com/maps/place/Gang+Manggis/data=!4m7!3m6!1s0x303727e8516ea583:0x59ec8204ffd1bb5a!8m2!3d3.9163709!4d98.40097!16s%2Fg%2F11k7tt3h3w!19sChIJg6VuUegnNzARWrvR_wSC7Fk?authuser=0&hl=en&rclk=1,,  Langkat,,,,,,,,,,,
Rumah Makan Mbak Ayu,3.8,38 reviews,Diner,"Jl. Tarutung - Padang Sidempuan No.19-4, Simaninggir, Kec. Sipirok, Kabupaten Tapanuli Selatan, Sumatera Utara 22742 ",, 6:30AM to 10PM,Takeaway | Dine-in,Coffee | Halal food,Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"1.5923312, 99.2815997",https://www.google.com/maps/place/Rumah+Makan+Mbak+Ayu/data=!4m7!3m6!1s0x302c25a20363aa39:0x6745e1011f55fca7!8m2!3d1.5923312!4d99.2815997!16s%2Fg%2F11gy1kd8x2!19sChIJOapjA6IlLDARp_xVHwHhRWc?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Tapanuli Selatan,,,,,,,,,,,
NEW LESEHAN PANEMBAHAN,4.1,546 reviews,Javanese restaurant,"Cempa, Hinai, Langkat Regency, North Sumatra 20853 ",phone:tel:081293175838, 10AM to 11PM,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu | Late-night food | Vegan options | Vegetarian options,Brunch | Lunch | Dinner | Dessert | Seating,Good for kids | Toilets,Casual | Cosy,Family friendly | Groups,Cash only,"3.8893207, 98.4272173",https://www.google.com/maps/place/NEW+LESEHAN+PANEMBAHAN/data=!4m7!3m6!1s0x303726467ede32a7:0x383f864a180266f9!8m2!3d3.8893207!4d98.4272173!16s%2Fg%2F11c6rj8vh5!19sChIJpzLefkYmNzAR-WYCGEqGPzg?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating, Langkat ,$$,,Accepts reservations,,Rooftop seating,,,,,,
Bengkel Sambal Dangdut,4.4,12 reviews,Breakfast restaurant,"G7RV+26Q, Situmba, Pinang Sori, Kec. Sipirok, Kabupaten Tapanuli Selatan, Sumatera Utara 22742 ",phone:tel:085370819950,,Takeaway | Dine-in,Halal food,Breakfast,Toilets,Casual | Cosy,Groups,Cash only,"1.5400994, 99.2931153",https://www.google.com/maps/place/Bengkel+Sambal+Dangdut/data=!4m7!3m6!1s0x302c24043cab3e9d:0x3f5832e0fde4623d!8m2!3d1.5400994!4d99.2931153!16s%2Fg%2F11bc7srv5j!19sChIJnT6rPAQkLDARPWLk_eAyWD8?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Tapanuli Selatan,,,,,,,,,,,
Hayumi Ayam Penyet,,,Ayam penyet restaurant,"Jl. Bambu Runcing No.5, Pekan Tj. Pura, Kec. Tj. Pura, Kabupaten Langkat, Sumatera Utara 20853 ",phone:tel:081362270141,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"3.8985425, 98.4213194",https://www.google.com/maps/place/Hayumi+Ayam+Penyet/data=!4m7!3m6!1s0x3037265c347b7dc3:0x5bd137787f2b93cf!8m2!3d3.8985425!4d98.4213194!16s%2Fg%2F11bc7rqsns!19sChIJw317NFwmNzARz5Mrf3g30Vs?authuser=0&hl=en&rclk=1,,  Langkat,,,,,,,,,,,
Rumah Makan Kita,,,Padang restaurant,"Jl. Merdeka, Silangge, Kec. Sipirok, Kabupaten Tapanuli Selatan, Sumatera Utara 22742 ",phone:tel:081370606241,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"1.612708, 99.26152",https://www.google.com/maps/place/Rumah+Makan+Kita/data=!4m7!3m6!1s0x302c268bdbcf3a1d:0x4e1d5c58c9a2557f!8m2!3d1.612708!4d99.26152!16s%2Fg%2F11bc7px6xx!19sChIJHTrP24smLDARf1WiyVhcHU4?authuser=0&hl=en&rclk=1,,  Tapanuli Selatan,,,,,,,,,,,
Lamongan Mbak Tika,5.0,2 reviews,Diner,"WC64+J2, Serapuh Asli, Tanjung Pura, Langkat Regency, North Sumatra 20856 ",phone:tel:082366039091, 3PM to 11AM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"3.9115854, 98.4050904",https://www.google.com/maps/place/Lamongan+Mbak+Tika/data=!4m7!3m6!1s0x3037276ac526077b:0xf462f571b2f5df52!8m2!3d3.9115854!4d98.4050904!16s%2Fg%2F11s0zcrpz7!19sChIJewcmxWonNzARUt_1snH1YvQ?authuser=0&hl=en&rclk=1,, Langkat ,,,,,,,,,,,
Usaha Panggelong Apri HSB,4.4,19 reviews,Indonesian restaurant,"J749+682, JL Lintas Medan, Bagas Nagodang II, Kec. Sipirok, Kabupaten Tapanuli Selatan, Sumatera Utara 22742 ",phone:tel:085262742556,,Takeaway | Dine-in,Halal food,,Good for kids | Toilets,Casual | Cosy,,Cash only,"1.6055208, 99.268276",https://www.google.com/maps/place/Usaha+Panggelong+Apri+HSB/data=!4m7!3m6!1s0x302c269b3c5f85a7:0x43d341b80fd1ffcb!8m2!3d1.6055208!4d99.268276!16s%2Fg%2F11bc7slvvq!19sChIJp4VfPJsmLDARy__RD7hB00M?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Tapanuli Selatan,,,,,,,,,,,
Bakso Madangkara PARIT RIMO DEKAT WATERBOOM IKHSAN MAS,4.6,13 reviews,Bakso restaurant,"Jati Sari, Padang Tualang, Langkat Regency, North Sumatra 20852 ",, 9AM to 9PM,Takeaway | Dine-in,Halal food,,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"3.8058146, 98.3599824","https://www.google.com/maps/place/Bakso+Madangkara+PARIT+RIMO,+DEKAT+WATERBOOM+IKHSAN+MAS/data=!4m7!3m6!1s0x30372f93da9b014f:0x57c98a5cd5a6116c!8m2!3d3.8058146!4d98.3599824!16s%2Fg%2F11j96tjvq2!19sChIJTwGb2pMvNzARbBGm1VyKyVc?authuser=0&hl=en&rclk=1",Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating, Langkat ,,,,,,,,,,,
Rm Boru pulungan,,,Breakfast restaurant,"J776+3JJ, Silangge, Sipirok, South Tapanuli Regency, North Sumatra ",phone:tel:085358231829,,Takeaway | Dine-in,Coffee | Halal food,Breakfast,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"1.612708, 99.26152",https://www.google.com/maps/place/Rm+Boru+pulungan/data=!4m7!3m6!1s0x302c272c732b1253:0x4d281a409efd80ab!8m2!3d1.612708!4d99.26152!16s%2Fg%2F11swdkx02s!19sChIJUxIrcywnLDARq4D9nkAaKE0?authuser=0&hl=en&rclk=1,, South Tapanuli ,,,,,,,,,,,
Warung lontong Ila,4.0,2 reviews,Breakfast restaurant,"WC56+2JP, Jl. Patimura, Tlk. Bakung, Kec. Tj. Pura, Kabupaten Langkat, Sumatera Utara 20856 ",phone:tel:085277796204, 7 to 10:30AM,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,Groups,Cash only,"3.9075998, 98.4115656",https://www.google.com/maps/place/Warung+lontong+Ila/data=!4m7!3m6!1s0x303727dc70d9782b:0x21d4aa243eb041c4!8m2!3d3.9075998!4d98.4115656!16s%2Fg%2F11jcfyr7lh!19sChIJK3jZcNwnNzARxEGwPiSq1CE?authuser=0&hl=en&rclk=1,,  Langkat,,,,,,,,,,,
SARAPAN PAGI KAK EMMA,,,Breakfast restaurant,"Sirpang Hutasuhut, Jl. Merdeka, Bagas Nagodang, Kec. Sipirok, Kabupaten Tapanuli Selatan, Sumatera Utara 22742 ",,,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,,Cash only,"1.6034596, 99.2713991",https://www.google.com/maps/place/SARAPAN+PAGI+KAK+EMMA/data=!4m7!3m6!1s0x302c273020293c0b:0xe33f91e0a665c452!8m2!3d1.6034596!4d99.2713991!16s%2Fg%2F11jt7188_2!19sChIJCzwpIDAnLDARUsRlpuCRP-M?authuser=0&hl=en&rclk=1,,  Tapanuli Selatan,,,,,,,,,,,
RUMAH MAKAN LESTARI,2.7,3 reviews,Diner,"W9JP+XC3, Air Hitam, Gebang, Langkat Regency, North Sumatra 20856 ",, 8 to 10AM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"3.9323816, 98.3860586",https://www.google.com/maps/place/RUMAH+MAKAN+LESTARI/data=!4m7!3m6!1s0x30372548bd7ee303:0xf385c57b315bfa02!8m2!3d3.9323816!4d98.3860586!16s%2Fg%2F11fp33wth9!19sChIJA-N-vUglNzARAvpbMXvFhfM?authuser=0&hl=en&rclk=1,, Langkat ,,,,,,,,,,,
Loket Cv Simpati Taxi,4.0,246 reviews,Padang restaurant,"J73F+57X, Jalan Merdeka, Huta Suhut III, Sipirok, Bagas Nagodang, Kec. Sipirok, Kabupaten Tapanuli Selatan, Sumatera Utara 22742 ",phone:tel:082277378485, 9AM to 5:30PM,Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch | Dinner,Toilets,,,Cash only,"1.603, 99.2732414",https://www.google.com/maps/place/Loket+Cv+Simpati+Taxi/data=!4m7!3m6!1s0x302c269c7142c51f:0x9821797eed7e234e!8m2!3d1.603!4d99.2732414!16s%2Fg%2F11byt8j0jh!19sChIJH8VCcZwmLDARTiN-7X55IZg?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Tapanuli Selatan,$,,,,,,,,,,
Wkadonda lotre,,,Tegal restaurant,"X98C+FVM, Jl. Simpang Kolam, Pekan Gebang, Kec. Gebang, Kabupaten Langkat, Sumatera Utara 20857 ",,,Takeaway | Dine-in,Coffee | Halal food,,,Cosy,,Cash only,"3.966214, 98.3721619",https://www.google.com/maps/place/W.kadonda+lotre/data=!4m7!3m6!1s0x303723886f07e78b:0x314d58f6de17b52b!8m2!3d3.966214!4d98.3721619!16s%2Fg%2F11sgxl24t8!19sChIJi-cHb4gjNzARK7UX3vZYTTE?authuser=0&hl=en&rclk=1,,  Langkat,,,,,,,,,,,
Rumah Makan Tamar,,,Brunch restaurant,"Km 19, Hasahatan Situmba, Kec. Sipirok ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Cosy,Groups,Cash only,"1.549291, 99.2986573",https://www.google.com/maps/place/Rumah+Makan+Tamar/data=!4m7!3m6!1s0x302c23afaa658b6b:0xf1d30439be0bc25!8m2!3d1.549291!4d99.2986573!16s%2Fg%2F11s96b3kc6!19sChIJa4tlqq8jLDARJbzgm0MwHQ8?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,
Lesehan Mbak Sugi,5.0,3 reviews,Restaurant,"Q8RJ+CMW, Gg. Makmur, Tj. Putus, Kec. Padang Tualang, Kabupaten Langkat, Sumatera Utara 20852 ",,,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"3.7911194, 98.3317066",https://www.google.com/maps/place/Lesehan+Mbak+Sugi/data=!4m7!3m6!1s0x30372fa6b00f60a3:0xcabfe6dfb50ebec7!8m2!3d3.7911194!4d98.3317066!16s%2Fg%2F11j005hgvg!19sChIJo2APsKYvNzARx74Otd_mv8o?authuser=0&hl=en&rclk=1,,  Langkat,,,,,,,,,,,
Sihar Najaya,4.5,2 reviews,Restaurant,"Panggulangan, Angkola Timur, South Tapanuli Regency, North Sumatra ",, Open 24 hours,Takeaway | Dine-in,Halal food,,,Casual | Cosy,Groups,Cash only,"1.4534472, 99.3113117",https://www.google.com/maps/place/Sihar+Najaya/data=!4m7!3m6!1s0x302c191aaf1f54fd:0xa2b3c2c42dcf1d20!8m2!3d1.4534472!4d99.3113117!16s%2Fg%2F11h0zf8f9f!19sChIJ_VQfrxoZLDARIB3PLcTCs6I?authuser=0&hl=en&rclk=1,, South Tapanuli ,,,,,,,,,,,
Bahagia Rumah Makan,,,Padang restaurant,"Jl. Jend. Sudirman No.110, Paya Perupuk, Kec. Tj. Pura, Kabupaten Langkat, Sumatera Utara 20853 ",phone:tel:0618960383,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Cosy,Groups,Cash only,"3.89945, 98.415685",https://www.google.com/maps/place/Bahagia+Rumah+Makan/data=!4m7!3m6!1s0x303726672a78b4a1:0xf76f95171d7f652!8m2!3d3.89945!4d98.415685!16s%2Fg%2F1pzt98jc6!19sChIJobR4KmcmNzARUvbXcVH5dg8?authuser=0&hl=en&rclk=1,,  Langkat,,,,,,,,,,,
Warung Nova,4.0,1 review,Indonesian restaurant,"G66F+WPM, Sugi Julu Jae, Marancar, Tapanuli Selatan, Aek Sabaon Julu, Kec. Sipirok, Kabupaten Tapanuli Selatan, Sumatera Utara 22738 ",phone:tel:081361549272,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"1.512333, 99.224303",https://www.google.com/maps/place/Warung+Nova/data=!4m7!3m6!1s0x302c20306912b6a3:0x3c6715b3b5cbfed6!8m2!3d1.512333!4d99.224303!16s%2Fg%2F11bc7p6sqr!19sChIJo7YSaTAgLDAR1v7LtbMVZzw?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Tapanuli Selatan,,,,,,,,,,,
Rumah Makan Rumana,4.1,17 reviews,Lunch restaurant,"Jl. Lintas Sumatra, Air Hitam, Kec. Gebang, Kabupaten Langkat, Sumatera Utara 20856 ",phone:tel:08126040060, 7AM to 4PM,Takeaway | Dine-in | Delivery,Coffee | Halal food | Kids' menu,Breakfast | Lunch | Catering | Seating,Good for kids | Toilets,Casual | Cosy,Family friendly | Groups,Cash only,"3.9167215, 98.4003521",https://www.google.com/maps/place/Rumah+Makan+Rumana/data=!4m7!3m6!1s0x3037269cedb7f55b:0x400f017d8942a847!8m2!3d3.9167215!4d98.4003521!16s%2Fg%2F11c6_yv94g!19sChIJW_W37ZwmNzARR6hCiX0BD0A?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible seating,  Langkat,,,,,,,,,,,
Cahaya Minang Rumah Makan,3.7,40 reviews,Padang restaurant,"Jl. Sisingamangaraja No.999, Aek Parombunan, Sibolga Sel., Kota Sibolga, Sumatera Utara 22524 ",phone:tel:06317519013, 9AM to 10PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"1.7270449, 98.8023017",https://www.google.com/maps/place/Cahaya+Minang+Rumah+Makan/data=!4m7!3m6!1s0x302ef37b39142a2f:0xe74f452cd9a77510!8m2!3d1.7270449!4d98.8023017!16s%2Fg%2F1pzrtp69b!19sChIJLyoUOXvzLjAREHWn2SxFT-c?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Sibolga,$$,,,,,,,,,,
Warung Kak Winda,,,Restaurant,"Q8QJ+GV8, Tebing Tanjung Selamat, Padang Tualang, Langkat Regency, North Sumatra 20852 ",, 8AM to 6PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"3.7887953, 98.3321988",https://www.google.com/maps/place/Warung+Kak+Winda/data=!4m7!3m6!1s0x30372f1c4ccaad2b:0xcf49667093472f98!8m2!3d3.7887953!4d98.3321988!16s%2Fg%2F11jg5tw8tc!19sChIJK63KTBwvNzARmC9Hk3BmSc8?authuser=0&hl=en&rclk=1,, Langkat ,,,,,,,,,,,
DLereng CafeResto,5.0,38 reviews,Family restaurant,"Jl. Sibolga - Barus No.48, Naipospos Bar., Kec. Sorkam, Kabupaten Tapanuli Tengah, Sumatera Utara 22563 ",phone:tel:082363828700, 8AM to 10PM,Kerbside pickup | Delivery | Drive-through | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,,"1.9037555, 98.6096569",https://www.google.com/maps/place/D'Lereng+CafeResto/data=!4m7!3m6!1s0x302e516dc3521dc9:0xb657c3c0faf232f6!8m2!3d1.9037555!4d98.6096569!16s%2Fg%2F11rp886mvv!19sChIJyR1Sw21RLjAR9jLy-sDDV7Y?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance | Wheelchair-accessible toilet | Assistive hearing loop,  Tapanuli Tengah,,,Accepts reservations,,Live music,,,,,,
Warung bakso buk icik,,,Bakso restaurant,"WC83+59G, Air Hitam, Gebang, Langkat Regency, North Sumatra 20856 ",phone:tel:085262970575,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"3.9154387, 98.4034577",https://www.google.com/maps/place/Warung+bakso+buk+icik/data=!4m7!3m6!1s0x303727665c906b69:0xdd0e9e2ce69654ea!8m2!3d3.9154387!4d98.4034577!16s%2Fg%2F11fllbk2bx!19sChIJaWuQXGYnNzAR6lSW5iyeDt0?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance, Langkat ,,,,,,,,,,,
Warung Boreng,4.5,6 reviews,Indonesian restaurant,"Jl. Ketapang No.38c, Simare-Mare, Kec. Sibolga Utara, Kota Sibolga, Sumatera Utara 22513 ",phone:tel:082366832167,,Takeaway | Dine-in,Halal food,,Good for kids | Toilets,Casual | Cosy,,Cash only,"1.7452972, 98.7724889",https://www.google.com/maps/place/Warung+Boreng/data=!4m7!3m6!1s0x302ef46d0239ecdd:0xf844d09e295bd526!8m2!3d1.7452972!4d98.7724889!16s%2Fg%2F11bc7ryl8j!19sChIJ3ew5Am30LjARJtVbKZ7QRPg?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Sibolga,,,,,,,,,,,
AYAM GEPREK SOLO 20 VARIAN SAMBAL,5.0,1 review,Chicken restaurant,"Dusun I Pendidikan, Serapuh Asli, Kec. Tj. Pura, Kabupaten Langkat, Sumatera Utara 20853 ",phone:tel:085297538954,,Kerbside pickup | No-contact delivery | Delivery | Drive-through | Takeaway | Dine-in,Halal food,Lunch | Dinner,Good for kids,Casual | Cosy,Groups,,"3.9097143, 98.4017605",https://www.google.com/maps/place/AYAM+GEPREK+SOLO+20+VARIAN+SAMBAL/data=!4m7!3m6!1s0x303727fbf5f48fe1:0xa5f7d661a64b4ae6!8m2!3d3.9097143!4d98.4017605!16s%2Fg%2F11pz19_f70!19sChIJ4Y_09fsnNzAR5kpLpmHW96U?authuser=0&hl=en&rclk=1,,  Langkat,,,,,,,,,,,
Warung nasi bungkus,4.0,1 review,Nasi restaurant,"Jl. DR. F.L.Tobing No.35, Kota Beringin, Sibolga Kota, Kota Sibolga, Sumatera Utara 22513 ",,,Takeaway | Dine-in,Coffee | Halal food,,,Cosy,,Cash only,"1.7437736, 98.7778269",https://www.google.com/maps/place/Warung+nasi+bungkus/data=!4m7!3m6!1s0x302ef595eb099b5d:0x90768758f3f6ed65!8m2!3d1.7437736!4d98.7778269!16s%2Fg%2F11s8hgctq3!19sChIJXZsJ65X1LjARZe3281iHdpA?authuser=0&hl=en&rclk=1,,  Sibolga,,,,,,,,,,,
WARUNG AFODA,5.0,2 reviews,Restaurant,"PVX2+5FW, Hiliorahua, Desa Oikhoda, Balaekha, Kec. Lahusa, Kabupaten Nias Selatan, Sumatera Utara 22865 ",,,Takeaway | Dine-in,Coffee | Halal food,,,Casual | Cosy,Groups,Cash only,"0.7479845, 97.8511979",https://www.google.com/maps/place/WARUNG+AFODA/data=!4m7!3m6!1s0x30289da6ba8cbe3b:0xedd08e83ae8793de!8m2!3d0.7479845!4d97.8511979!16s%2Fg%2F11kfmfmd5t!19sChIJO76MuqadKDAR3pOHroOO0O0?authuser=0&hl=en&rclk=1,,  Nias Selatan,,,,,,,,,,,
Burger  Kfc Cafe,5.0,1 review,Hamburger restaurant,"Aek Parombunan, South Sibolga, Sibolga City, North Sumatra ",,,Takeaway | Dine-in,Halal food | Kids' menu,Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"1.7286562, 98.7974836",https://www.google.com/maps/place/Burger+%26+Kfc+Cafe/data=!4m7!3m6!1s0x302ef37eabb0b569:0x69b3ebd75673dc2e!8m2!3d1.7286562!4d98.7974836!16s%2Fg%2F11fmdljg5g!19sChIJabWwq37zLjARLtxzVtfrs2k?authuser=0&hl=en&rclk=1,, Sibolga ,,,,,,,,,,,
Zesman laia,4.0,4 reviews,Diner,"PP8V+8Q3, Jl. Simpang Tiga Dusun I Bale, Hiliorudua, Kec. Aramo, Kabupaten Nias Selatan, Sumatera Utara 22866 ",,,Takeaway | Dine-in,Coffee | Halal food,,,Casual | Cosy,Groups,Cash only,"0.7157718, 97.7444215",https://www.google.com/maps/place/Zesman+laia/data=!4m7!3m6!1s0x30262918b6c601bd:0xb0a5a0ee07e38abe!8m2!3d0.7157718!4d97.7444215!16s%2Fg%2F11h9hs3ysg!19sChIJvQHGthgpJjARvorjB-6gpbA?authuser=0&hl=en&rclk=1,,  Nias Selatan,,,,,,,,,,,
Lapo Gabe,4.1,41 reviews,Batak restaurant,"JL Sibolga - Taruntung, No. 73, Sibolga Ilir, Sibolga Utara, Huta Barangan, Sibolga, Kota Sibolga, Sumatera Utara 22514 ",phone:tel:085262391122, 11:30AM to 10PM,Outdoor seating | Takeaway | Dine-in,Coffee,Lunch | Seating,Toilets,Casual | Cosy,Groups,Cash only,"1.7490412, 98.7901002",https://www.google.com/maps/place/Lapo+Gabe/data=!4m7!3m6!1s0x302ef461bd84b511:0xdf7e203d9b5d2f3c!8m2!3d1.7490412!4d98.7901002!16s%2Fg%2F11bc7t4w5z!19sChIJEbWEvWH0LjARPC9dmz0gft8?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Sibolga,,,,,,,,,,,
RM HAPPY,4.8,16 reviews,Restaurant,"Jl. Telukdalam Gunung Sitoli KM. 25 Hili Orudua, Bawozihono, Kec. Lahusa, Kabupaten Nias Selatan, Sumatera Utara ",phone:tel:081377467765, 9AM to 10PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"0.7320065, 97.8913511",https://www.google.com/maps/place/RM.+HAPPY/data=!4m7!3m6!1s0x302884bf2ad5cda1:0x8833a62373091064!8m2!3d0.7320065!4d97.8913511!16s%2Fg%2F11gbl4vt3x!19sChIJoc3VKr-EKDARZBAJcyOmM4g?authuser=0&hl=en&rclk=1,,  Nias Selatan,,,,,,,,,,,
Warung Bakso Dedek,,,Bakso restaurant,"WJ8F+4XG, Jl. Sibolga - Barus, Pea Raja, Kec. Sorkam, Kabupaten Tapanuli Tengah, Sumatera Utara 22563 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"1.9153095, 98.6249392",https://www.google.com/maps/place/Warung+Bakso+Dedek/data=!4m7!3m6!1s0x302e50e505ee6425:0x471b8b88f673a5b!8m2!3d1.9153095!4d98.6249392!16s%2Fg%2F11kmnmlcss!19sChIJJWTuBeVQLjARWzpnj7i4cQQ?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park,  Tapanuli Tengah,,,,,,,,,,,
Beziduhu Halawa,,,Diner,"PP7X+PC3, Hiliorudua, Aramo, South Nias Regency, North Sumatra 22866 ",,,Takeaway | Dine-in,Halal food,,,Cosy,,Cash only,"0.7141588, 97.7484881",https://www.google.com/maps/place/Beziduhu+Halawa/data=!4m7!3m6!1s0x3026292dd0837d03:0xfa0b7f52f39f16da!8m2!3d0.7141588!4d97.7484881!16s%2Fg%2F11pvgbrd32!19sChIJA32D0C0pJjAR2haf81J_C_o?authuser=0&hl=en&rclk=1,, South Nias ,,,,,,,,,,,
